RMSD-backbone-A-Gliadin-100SOL-0ETO.xvg,RMSD-backbone-A-Gliadin-100SOL-0ETO.xvg,RMSD-backbone-A-Gliadin-90SOL-10ETO.xvg,RMSD-backbone-A-Gliadin-90SOL-10ETO.xvg,RMSD-backbone-30percent.xvg,RMSD-backbone-30percent.xvg,RMSD-backbone-A-Gliadin-50ETO.xvg,RMSD-backbone-A-Gliadin-50ETO.xvg,RMSD-backbone-70percent.xvg,RMSD-backbone-70percent.xvg
48.59,0.15123,48.59,1.19397,48.590004,0.169654,48.590004,0.2002621,48.590004,0.2161303
48.6,0.13863,48.6,1.20748,48.6000023,0.1779602,48.6000023,0.2071857,48.6000023,0.2093738
48.61,0.14912,48.61,1.20858,48.6100006,0.1763271,48.6100006,0.2096446,48.6100006,0.2141254
48.62,0.15435,48.62,1.19307,48.6200027,0.1772292,48.6200027,0.2158133,48.6200027,0.2151688
48.63,0.14871,48.63,1.21062,48.6300011,0.1745126,48.6300011,0.2142836,48.6300011,0.2190142
48.64,0.15609,48.64,1.20696,48.6400032,0.1734976,48.6400032,0.2135928,48.6400032,0.2116858
48.65,0.15834,48.65,1.21854,48.6500015,0.171637,48.6500015,0.2159382,48.6500015,0.2069427
48.66,0.15005,48.66,1.20609,48.6600037,0.178296,48.6600037,0.2044621,48.6600037,0.2088439
48.67,0.15116,48.67,1.20152,48.670002,0.1818423,48.670002,0.2254056,48.670002,0.2107732
48.68,0.13418,48.68,1.2045,48.6800041,0.1731895,48.6800041,0.2309615,48.6800041,0.2059255
48.69,0.12751,48.69,1.18646,48.6900024,0.1848679,48.6900024,0.2391553,48.6900024,0.2108282
48.7,0.14819,48.7,1.19285,48.7000008,0.18239,48.7000008,0.2328937,48.7000008,0.2065889
48.71,0.14346,48.71,1.18624,48.7100029,0.1806533,48.7100029,0.2250745,48.7100029,0.209373
48.72,0.13582,48.72,1.19103,48.7200012,0.1736604,48.7200012,0.2292147,48.7200012,0.2020686
48.73,0.14672,48.73,1.18549,48.7300034,0.1766411,48.7300034,0.2360107,48.7300034,0.2100262
48.74,0.13833,48.74,1.18612,48.7400017,0.1741643,48.7400017,0.2155449,48.7400017,0.2148766
48.75,0.14167,48.75,1.18251,48.7500038,0.1785001,48.7500038,0.2226848,48.7500038,0.2122195
48.76,0.1476,48.76,1.18538,48.7600021,0.1716351,48.7600021,0.2181146,48.7600021,0.2160179
48.77,0.14676,48.77,1.17393,48.7700005,0.1782585,48.7700005,0.2216708,48.7700005,0.2128993
48.78,0.14777,48.78,1.18209,48.7800026,0.1753667,48.7800026,0.2186626,48.7800026,0.2093869
48.79,0.13332,48.79,1.17269,48.7900009,0.1676695,48.7900009,0.2244084,48.7900009,0.2182638
48.8,0.1321,48.8,1.18108,48.8000031,0.1722455,48.8000031,0.2138334,48.8000031,0.2130267
48.81,0.13325,48.81,1.1833,48.8100014,0.17555,48.8100014,0.2270789,48.8100014,0.2170838
48.82,0.14042,48.82,1.18223,48.8200035,0.1758592,48.8200035,0.2223045,48.8200035,0.2239703
48.83,0.14499,48.83,1.17618,48.8300018,0.1747261,48.8300018,0.2222418,48.8300018,0.2175965
48.84,0.14629,48.84,1.17999,48.840004,0.1721991,48.840004,0.2278274,48.840004,0.2137504
48.85,0.1371,48.85,1.19466,48.8500023,0.1795848,48.8500023,0.2184656,48.8500023,0.2190324
48.86,0.14821,48.86,1.20704,48.8600006,0.1799674,48.8600006,0.2268656,48.8600006,0.2111847
48.87,0.14938,48.87,1.19922,48.8700027,0.1729763,48.8700027,0.2518855,48.8700027,0.2155719
48.88,0.14978,48.88,1.18518,48.8800011,0.1708281,48.8800011,0.2394409,48.8800011,0.2201562
48.89,0.13321,48.89,1.1963,48.8900032,0.1753806,48.8900032,0.2333342,48.8900032,0.2087781
48.9,0.1356,48.9,1.1975,48.9000015,0.1817584,48.9000015,0.2367873,48.9000015,0.2107301
48.91,0.12879,48.91,1.19424,48.9100037,0.1705783,48.9100037,0.2390113,48.9100037,0.1991296
48.92,0.12359,48.92,1.19894,48.920002,0.1780216,48.920002,0.2316685,48.920002,0.2008824
48.93,0.12644,48.93,1.18674,48.9300041,0.1809857,48.9300041,0.2440072,48.9300041,0.2027547
48.94,0.14214,48.94,1.18323,48.9400024,0.1716843,48.9400024,0.2441104,48.9400024,0.207159
48.95,0.15217,48.95,1.18337,48.9500008,0.1672577,48.9500008,0.2389681,48.9500008,0.2035755
48.96,0.14441,48.96,1.17855,48.9600029,0.1740038,48.9600029,0.2390986,48.9600029,0.2070652
48.97,0.14124,48.97,1.1904,48.9700012,0.1744265,48.9700012,0.2250475,48.9700012,0.2082059
48.98,0.15052,48.98,1.18704,48.9800034,0.1714394,48.9800034,0.2269558,48.9800034,0.2120839
48.99,0.15057,48.99,1.20545,48.9900017,0.1825049,48.9900017,0.2416569,48.9900017,0.2092547
49,0.14729,49,1.20253,49.0000038,0.1773185,49.0000038,0.2394282,49.0000038,0.2075486
49.01,0.16252,49.01,1.183,49.0100021,0.1639153,49.0100021,0.2450472,49.0100021,0.2079967
49.02,0.1641,49.02,1.18623,49.0200005,0.168536,49.0200005,0.2451586,49.0200005,0.2158055
49.03,0.15163,49.03,1.20491,49.0300026,0.1713099,49.0300026,0.2441992,49.0300026,0.2138854
49.04,0.15469,49.04,1.19838,49.0400009,0.1682584,49.0400009,0.2406612,49.0400009,0.2013654
49.05,0.15313,49.05,1.18629,49.0500031,0.1671453,49.0500031,0.2464616,49.0500031,0.2038254
49.06,0.15724,49.06,1.19166,49.0600014,0.1748102,49.0600014,0.2472794,49.0600014,0.2016063
49.07,0.14629,49.07,1.17627,49.0700035,0.1727001,49.0700035,0.2473146,49.0700035,0.2046137
49.08,0.14428,49.08,1.19085,49.0800018,0.168731,49.0800018,0.2460823,49.0800018,0.2008817
49.09,0.13776,49.09,1.19945,49.090004,0.1681736,49.090004,0.2415147,49.090004,0.2061501
49.1,0.14747,49.1,1.20005,49.1000023,0.1688151,49.1000023,0.2388321,49.1000023,0.2072476
49.11,0.15557,49.11,1.18103,49.1100006,0.1732517,49.1100006,0.2479857,49.1100006,0.2112153
49.12,0.15802,49.12,1.19368,49.1200027,0.1693573,49.1200027,0.2511635,49.1200027,0.2133429
49.13,0.16282,49.13,1.19773,49.1300011,0.1621131,49.1300011,0.256601,49.1300011,0.2080905
49.14,0.16762,49.14,1.17669,49.1400032,0.163849,49.1400032,0.2622299,49.1400032,0.213279
49.15,0.15348,49.15,1.18236,49.1500015,0.1683499,49.1500015,0.25497,49.1500015,0.2132289
49.16,0.15069,49.16,1.16732,49.1600037,0.1715827,49.1600037,0.2454627,49.1600037,0.2202699
49.17,0.1444,49.17,1.15824,49.170002,0.163211,49.170002,0.2549586,49.170002,0.2190398
49.18,0.15941,49.18,1.17572,49.1800041,0.1685056,49.1800041,0.2557423,49.1800041,0.2118884
49.19,0.15042,49.19,1.16058,49.1900024,0.1674952,49.1900024,0.2508892,49.1900024,0.2197851
49.2,0.16085,49.2,1.17396,49.2000008,0.168155,49.2000008,0.2546307,49.2000008,0.2008025
49.21,0.15268,49.21,1.21371,49.2100029,0.17297,49.2100029,0.2439292,49.2100029,0.2040445
49.22,0.15216,49.22,1.19128,49.2200012,0.1600171,49.2200012,0.253016,49.2200012,0.2137017
49.23,0.1506,49.23,1.20173,49.2300034,0.1569254,49.2300034,0.2480243,49.2300034,0.214499
49.24,0.15018,49.24,1.21908,49.2400017,0.164475,49.2400017,0.2611411,49.2400017,0.2181471
49.25,0.15477,49.25,1.20148,49.2500038,0.170803,49.2500038,0.254458,49.2500038,0.215812
49.26,0.15359,49.26,1.19805,49.2600021,0.1727403,49.2600021,0.2615075,49.2600021,0.2122989
49.27,0.14713,49.27,1.1835,49.2700005,0.1690955,49.2700005,0.2586411,49.2700005,0.2085579
49.28,0.14776,49.28,1.20162,49.2800026,0.1706372,49.2800026,0.2577852,49.2800026,0.2145352
49.29,0.1415,49.29,1.20158,49.2900009,0.1740706,49.2900009,0.2419786,49.2900009,0.2081642
49.3,0.16466,49.3,1.19359,49.3000031,0.1721864,49.3000031,0.2454059,49.3000031,0.2132819
49.31,0.16714,49.31,1.18344,49.3100014,0.1802986,49.3100014,0.2500469,49.3100014,0.2065742
49.32,0.16763,49.32,1.19375,49.3200035,0.1832447,49.3200035,0.2400685,49.3200035,0.2069747
49.33,0.16131,49.33,1.20015,49.3300018,0.1738339,49.3300018,0.2401238,49.3300018,0.2091427
49.34,0.16516,49.34,1.19009,49.340004,0.1801639,49.340004,0.2421672,49.340004,0.2167032
49.35,0.15783,49.35,1.19958,49.3500023,0.1743596,49.3500023,0.2462516,49.3500023,0.2102416
49.36,0.15128,49.36,1.22556,49.3600006,0.1684131,49.3600006,0.2441715,49.3600006,0.2076611
49.37,0.15581,49.37,1.21543,49.3700027,0.1643763,49.3700027,0.2493553,49.3700027,0.2152612
49.38,0.1708,49.38,1.22081,49.3800011,0.1677383,49.3800011,0.2456169,49.3800011,0.2149452
49.39,0.16013,49.39,1.21346,49.3900032,0.177056,49.3900032,0.2637603,49.3900032,0.2102039
49.4,0.14983,49.4,1.20107,49.4000015,0.1689401,49.4000015,0.2632321,49.4000015,0.2113939
49.41,0.14599,49.41,1.19944,49.4100037,0.1672676,49.4100037,0.2575637,49.4100037,0.2077722
49.42,0.15863,49.42,1.18524,49.420002,0.1619841,49.420002,0.2612773,49.420002,0.1977785
49.43,0.14471,49.43,1.20697,49.4300041,0.1686566,49.4300041,0.2658284,49.4300041,0.2101116
49.44,0.13908,49.44,1.18897,49.4400024,0.1673737,49.4400024,0.269308,49.4400024,0.2147438
49.45,0.14935,49.45,1.19096,49.4500008,0.1746718,49.4500008,0.2664104,49.4500008,0.2193818
49.46,0.15523,49.46,1.19367,49.4600029,0.1731657,49.4600029,0.2658849,49.4600029,0.2090105
49.47,0.14696,49.47,1.20157,49.4700012,0.1735264,49.4700012,0.2687891,49.4700012,0.2122913
49.48,0.14567,49.48,1.20602,49.4800034,0.1673215,49.4800034,0.2652979,49.4800034,0.2088452
49.49,0.14143,49.49,1.20088,49.4900017,0.1713634,49.4900017,0.2672384,49.4900017,0.2079305
49.5,0.14808,49.5,1.21174,49.5000038,0.168281,49.5000038,0.2619122,49.5000038,0.2050285
49.51,0.14845,49.51,1.20568,49.5100021,0.1774214,49.5100021,0.251055,49.5100021,0.202027
49.52,0.15463,49.52,1.20484,49.5200005,0.185173,49.5200005,0.2581603,49.5200005,0.2057559
49.53,0.15719,49.53,1.21336,49.5300026,0.1803497,49.5300026,0.2488733,49.5300026,0.2057848
49.54,0.14641,49.54,1.2092,49.5400009,0.1794265,49.5400009,0.2322458,49.5400009,0.2073181
49.55,0.14854,49.55,1.20764,49.5500031,0.1813377,49.5500031,0.2459448,49.5500031,0.2049281
49.56,0.14688,49.56,1.20867,49.5600014,0.1778961,49.5600014,0.2367837,49.5600014,0.2105744
49.57,0.14429,49.57,1.21308,49.5700035,0.1780899,49.5700035,0.2290867,49.5700035,0.2130304
49.58,0.16197,49.58,1.22416,49.5800018,0.1884163,49.5800018,0.2312218,49.5800018,0.2063405
49.59,0.1571,49.59,1.20717,49.590004,0.186754,49.590004,0.2483089,49.590004,0.204483
49.6,0.16232,49.6,1.19829,49.6000023,0.1855115,49.6000023,0.2514534,49.6000023,0.2059673
49.61,0.16368,49.61,1.21321,49.6100006,0.1957602,49.6100006,0.2504386,49.6100006,0.2132871
49.62,0.1585,49.62,1.22285,49.6200027,0.1939632,49.6200027,0.2391712,49.6200027,0.2087638
49.63,0.16308,49.63,1.2324,49.6300011,0.2011462,49.6300011,0.2562934,49.6300011,0.2166532
49.64,0.14668,49.64,1.2098,49.6400032,0.1935368,49.6400032,0.2430925,49.6400032,0.2070041
49.65,0.131,49.65,1.21116,49.6500015,0.1970556,49.6500015,0.2514415,49.6500015,0.2121721
49.66,0.13596,49.66,1.20116,49.6600037,0.1902445,49.6600037,0.2474689,49.6600037,0.2060193
49.67,0.1417,49.67,1.20826,49.670002,0.1806948,49.670002,0.2401351,49.670002,0.2184859
49.68,0.14578,49.68,1.19493,49.6800041,0.1814622,49.6800041,0.2493596,49.6800041,0.2184556
49.69,0.15988,49.69,1.19372,49.6900024,0.1826632,49.6900024,0.2434282,49.6900024,0.219554
49.7,0.14436,49.7,1.20275,49.7000008,0.1922089,49.7000008,0.2390288,49.7000008,0.2145235
49.71,0.14926,49.71,1.21958,49.7100029,0.183115,49.7100029,0.2364892,49.7100029,0.2077288
49.72,0.14963,49.72,1.21627,49.7200012,0.1835272,49.7200012,0.256771,49.7200012,0.2112437
49.73,0.14114,49.73,1.20691,49.7300034,0.1788614,49.7300034,0.2476237,49.7300034,0.2050451
49.74,0.14494,49.74,1.21877,49.7400017,0.1777093,49.7400017,0.2491043,49.7400017,0.2100513
49.75,0.14558,49.75,1.20109,49.7500038,0.184612,49.7500038,0.251667,49.7500038,0.2045284
49.76,0.14965,49.76,1.19052,49.7600021,0.1923265,49.7600021,0.2507359,49.7600021,0.2023495
49.77,0.15244,49.77,1.21544,49.7700005,0.1833025,49.7700005,0.2663316,49.7700005,0.2119868
49.78,0.15472,49.78,1.22006,49.7800026,0.1819742,49.7800026,0.2553489,49.7800026,0.2057732
49.79,0.15728,49.79,1.21555,49.7900009,0.1758416,49.7900009,0.2571064,49.7900009,0.2002833
49.8,0.15459,49.8,1.22339,49.8000031,0.1752668,49.8000031,0.2543831,49.8000031,0.2020287
49.81,0.14949,49.81,1.20812,49.8100014,0.1793707,49.8100014,0.2497073,49.8100014,0.2135897
49.82,0.15571,49.82,1.20806,49.8200035,0.1751395,49.8200035,0.2454111,49.8200035,0.2118112
49.83,0.14936,49.83,1.2318,49.8300018,0.1796423,49.8300018,0.245496,49.8300018,0.2046838
49.84,0.14982,49.84,1.23116,49.840004,0.1771367,49.840004,0.2399227,49.840004,0.1970682
49.85,0.14767,49.85,1.20514,49.8500023,0.1789477,49.8500023,0.2509833,49.8500023,0.2016287
49.86,0.1689,49.86,1.21956,49.8600006,0.1819475,49.8600006,0.2492462,49.8600006,0.1959505
49.87,0.15814,49.87,1.21786,49.8700027,0.1759484,49.8700027,0.2530803,49.8700027,0.1909467
49.88,0.15097,49.88,1.21836,49.8800011,0.1733136,49.8800011,0.2511561,49.8800011,0.1949094
49.89,0.14872,49.89,1.20803,49.8900032,0.1834467,49.8900032,0.2534833,49.8900032,0.1952637
49.9,0.15201,49.9,1.20759,49.9000015,0.1835916,49.9000015,0.2619925,49.9000015,0.2018693
49.91,0.1505,49.91,1.22534,49.9100037,0.1853675,49.9100037,0.2572847,49.9100037,0.200643
49.92,0.16307,49.92,1.21363,49.920002,0.1892003,49.920002,0.2607556,49.920002,0.2020932
49.93,0.16853,49.93,1.20278,49.9300041,0.1813132,49.9300041,0.2672015,49.9300041,0.2073903
49.94,0.15251,49.94,1.1941,49.9400024,0.1808511,49.9400024,0.2804683,49.9400024,0.2043103
49.95,0.14455,49.95,1.20667,49.9500008,0.1803025,49.9500008,0.2696472,49.9500008,0.2018833
49.96,0.1526,49.96,1.19059,49.9600029,0.1751965,49.9600029,0.2677665,49.9600029,0.1961281
49.97,0.1565,49.97,1.19973,49.9700012,0.1785312,49.9700012,0.2736832,49.9700012,0.2023146
49.98,0.15399,49.98,1.19788,49.9800034,0.1701844,49.9800034,0.2591551,49.9800034,0.2053436
49.99,0.15398,49.99,1.20192,49.9900017,0.1726704,49.9900017,0.2655933,49.9900017,0.2065004
50,0.1471,50,1.20666,50.0000038,0.1769558,50.0000038,0.2653606,50.0000038,0.2140205
50.01,0.16341,50.01,1.20228,50.0100021,0.1773942,50.0100021,0.2643889,50.0100021,0.2003246
50.02,0.15806,50.02,1.22746,50.0200043,0.1783555,50.0200043,0.275046,50.0200043,0.2032539
50.03,0.15009,50.03,1.19967,50.0300026,0.1824066,50.0300026,0.27955,50.0300026,0.2009609
50.04,0.16526,50.04,1.18699,50.0400009,0.1744386,50.0400009,0.2676257,50.0400009,0.2016613
50.05,0.16034,50.05,1.17456,50.0500031,0.1854315,50.0500031,0.2644251,50.0500031,0.2002121
50.06,0.15616,50.06,1.18136,50.0600014,0.1818237,50.0600014,0.2758712,50.0600014,0.2139852
50.07,0.15633,50.07,1.17285,50.0700035,0.1818281,50.0700035,0.2751093,50.0700035,0.1975059
50.08,0.16474,50.08,1.18405,50.0800018,0.1858475,50.0800018,0.2888292,50.0800018,0.2019463
50.09,0.16196,50.09,1.18096,50.090004,0.1814675,50.090004,0.2758883,50.090004,0.1952137
50.1,0.15339,50.1,1.17933,50.1000023,0.1747956,50.1000023,0.2675513,50.1000023,0.1980924
50.11,0.14346,50.11,1.19093,50.1100006,0.1844165,50.1100006,0.268036,50.1100006,0.1990273
50.12,0.13615,50.12,1.17553,50.1200027,0.1865038,50.1200027,0.2689777,50.1200027,0.2004406
50.13,0.13362,50.13,1.17317,50.1300011,0.1909917,50.1300011,0.2636301,50.1300011,0.194539
50.14,0.15361,50.14,1.19519,50.1400032,0.1903601,50.1400032,0.2653636,50.1400032,0.2028125
50.15,0.1549,50.15,1.20123,50.1500015,0.1921767,50.1500015,0.2623505,50.1500015,0.2005409
50.16,0.13659,50.16,1.22627,50.1600037,0.1830276,50.1600037,0.2614262,50.1600037,0.2026713
50.17,0.15243,50.17,1.21948,50.170002,0.1920321,50.170002,0.2643008,50.170002,0.201302
50.18,0.15066,50.18,1.22147,50.1800041,0.1810207,50.1800041,0.2756275,50.1800041,0.1995926
50.19,0.14845,50.19,1.21968,50.1900024,0.1800426,50.1900024,0.2766959,50.1900024,0.1983728
50.2,0.14338,50.2,1.20568,50.2000008,0.184232,50.2000008,0.2604668,50.2000008,0.19522
50.21,0.15377,50.21,1.20966,50.2100029,0.1811622,50.2100029,0.2430161,50.2100029,0.2001391
50.22,0.14925,50.22,1.21569,50.2200012,0.187805,50.2200012,0.2479564,50.2200012,0.1990533
50.23,0.15313,50.23,1.21225,50.2300034,0.1869424,50.2300034,0.2524515,50.2300034,0.195074
50.24,0.14028,50.24,1.20981,50.2400017,0.173471,50.2400017,0.2648556,50.2400017,0.1932852
50.25,0.13571,50.25,1.2082,50.2500038,0.1792778,50.2500038,0.2577128,50.2500038,0.191553
50.26,0.14294,50.26,1.20414,50.2600021,0.1872844,50.2600021,0.2648247,50.2600021,0.1926402
50.27,0.14171,50.27,1.21626,50.2700043,0.1851459,50.2700043,0.2759179,50.2700043,0.1909526
50.28,0.14582,50.28,1.19368,50.2800026,0.176727,50.2800026,0.2751521,50.2800026,0.1909505
50.29,0.15202,50.29,1.21047,50.2900009,0.1833718,50.2900009,0.2778787,50.2900009,0.1867359
50.3,0.1522,50.3,1.22232,50.3000031,0.1900243,50.3000031,0.2657486,50.3000031,0.1964619
50.31,0.14997,50.31,1.21469,50.3100014,0.1945975,50.3100014,0.2593197,50.3100014,0.1931678
50.32,0.15247,50.32,1.20791,50.3200035,0.1943796,50.3200035,0.2640563,50.3200035,0.1924135
50.33,0.16355,50.33,1.21563,50.3300018,0.1861439,50.3300018,0.2839255,50.3300018,0.1955155
50.34,0.16429,50.34,1.20827,50.340004,0.1911689,50.340004,0.2728887,50.340004,0.1918446
50.35,0.16987,50.35,1.21632,50.3500023,0.1807773,50.3500023,0.2844796,50.3500023,0.1957691
50.36,0.17151,50.36,1.21536,50.3600006,0.1823099,50.3600006,0.2726689,50.3600006,0.2049255
50.37,0.16635,50.37,1.20247,50.3700027,0.1948264,50.3700027,0.2878534,50.3700027,0.1975993
50.38,0.15603,50.38,1.19691,50.3800011,0.1887252,50.3800011,0.2912289,50.3800011,0.1805453
50.39,0.15869,50.39,1.20739,50.3900032,0.1899904,50.3900032,0.2935262,50.3900032,0.1922479
50.4,0.146,50.4,1.20516,50.4000015,0.2050812,50.4000015,0.2877738,50.4000015,0.189662
50.41,0.14827,50.41,1.2046,50.4100037,0.1822468,50.4100037,0.2888794,50.4100037,0.1958209
50.42,0.1457,50.42,1.21986,50.420002,0.1849803,50.420002,0.2874905,50.420002,0.2006068
50.43,0.16041,50.43,1.21418,50.4300041,0.1800109,50.4300041,0.2679842,50.4300041,0.1940737
50.44,0.15,50.44,1.21124,50.4400024,0.1818546,50.4400024,0.2802516,50.4400024,0.1976716
50.45,0.14143,50.45,1.19455,50.4500008,0.183656,50.4500008,0.2984191,50.4500008,0.1943233
50.46,0.13491,50.46,1.18103,50.4600029,0.179884,50.4600029,0.2784266,50.4600029,0.2022667
50.47,0.14561,50.47,1.19595,50.4700012,0.1765912,50.4700012,0.275632,50.4700012,0.2048535
50.48,0.14575,50.48,1.19219,50.4800034,0.1715401,50.4800034,0.2690274,50.4800034,0.2005644
50.49,0.16095,50.49,1.19293,50.4900017,0.1683929,50.4900017,0.2668274,50.4900017,0.1969624
50.5,0.15326,50.5,1.19231,50.5000038,0.1707024,50.5000038,0.2651879,50.5000038,0.2028511
50.51,0.15467,50.51,1.20173,50.5100021,0.1778404,50.5100021,0.2723095,50.5100021,0.2044552
50.52,0.15701,50.52,1.19319,50.5200043,0.1728032,50.5200043,0.2918553,50.5200043,0.1960195
50.53,0.15356,50.53,1.20813,50.5300026,0.1796335,50.5300026,0.2939817,50.5300026,0.1929788
50.54,0.15932,50.54,1.19859,50.5400009,0.1859269,50.5400009,0.3007838,50.5400009,0.1948905
50.55,0.16283,50.55,1.19978,50.5500031,0.1850209,50.5500031,0.30144,50.5500031,0.1998395
50.56,0.156,50.56,1.20131,50.5600014,0.1909335,50.5600014,0.2983452,50.5600014,0.1933397
50.57,0.14907,50.57,1.20351,50.5700035,0.1886739,50.5700035,0.2787824,50.5700035,0.1954122
50.58,0.15424,50.58,1.20147,50.5800018,0.2006797,50.5800018,0.2928312,50.5800018,0.1949866
50.59,0.16144,50.59,1.21106,50.590004,0.1966201,50.590004,0.2823278,50.590004,0.1950652
50.6,0.14871,50.6,1.20115,50.6000023,0.2049722,50.6000023,0.2778205,50.6000023,0.1928726
50.61,0.15683,50.61,1.20378,50.6100006,0.2046149,50.6100006,0.2808424,50.6100006,0.1881055
50.62,0.14995,50.62,1.20735,50.6200027,0.1959823,50.6200027,0.2757095,50.6200027,0.1940637
50.63,0.15441,50.63,1.19514,50.6300011,0.2092694,50.6300011,0.2847295,50.6300011,0.1937064
50.64,0.15349,50.64,1.20337,50.6400032,0.197371,50.6400032,0.2837206,50.6400032,0.2044335
50.65,0.15498,50.65,1.21355,50.6500015,0.1985148,50.6500015,0.2818448,50.6500015,0.2023854
50.66,0.1438,50.66,1.23214,50.6600037,0.1940549,50.6600037,0.2781543,50.6600037,0.2041771
50.67,0.15366,50.67,1.2184,50.670002,0.1839765,50.670002,0.2667549,50.670002,0.2120472
50.68,0.15159,50.68,1.19724,50.6800041,0.1953125,50.6800041,0.2862039,50.6800041,0.2098104
50.69,0.16738,50.69,1.21594,50.6900024,0.188136,50.6900024,0.2869152,50.6900024,0.2047147
50.7,0.15553,50.7,1.19285,50.7000008,0.1963692,50.7000008,0.2913659,50.7000008,0.1998605
50.71,0.16121,50.71,1.20102,50.7100029,0.1842093,50.7100029,0.2834133,50.7100029,0.1911151
50.72,0.15553,50.72,1.19252,50.7200012,0.1791442,50.7200012,0.2867019,50.7200012,0.1923398
50.73,0.14491,50.73,1.20084,50.7300034,0.1937017,50.7300034,0.2821195,50.7300034,0.1923128
50.74,0.1435,50.74,1.20498,50.7400017,0.1974819,50.7400017,0.287914,50.7400017,0.1967353
50.75,0.13571,50.75,1.1907,50.7500038,0.1967131,50.7500038,0.2945728,50.7500038,0.1978166
50.76,0.15098,50.76,1.19877,50.7600021,0.1870819,50.7600021,0.2896392,50.7600021,0.2051995
50.77,0.15716,50.77,1.18319,50.7700043,0.1901445,50.7700043,0.2879541,50.7700043,0.2077959
50.78,0.14854,50.78,1.19521,50.7800026,0.1984701,50.7800026,0.2890276,50.7800026,0.2048685
50.79,0.15275,50.79,1.19763,50.7900009,0.1872838,50.7900009,0.2868652,50.7900009,0.2034933
50.8,0.15717,50.8,1.18853,50.8000031,0.1976861,50.8000031,0.2954166,50.8000031,0.2086453
50.81,0.15223,50.81,1.18844,50.8100014,0.196663,50.8100014,0.2950137,50.8100014,0.1977448
50.82,0.13946,50.82,1.19798,50.8200035,0.1950626,50.8200035,0.2945209,50.8200035,0.205704
50.83,0.13212,50.83,1.206,50.8300018,0.184048,50.8300018,0.2895024,50.8300018,0.2001823
50.84,0.14975,50.84,1.20481,50.840004,0.186089,50.840004,0.2850578,50.840004,0.202124
50.85,0.14343,50.85,1.20191,50.8500023,0.1851963,50.8500023,0.2934645,50.8500023,0.2044864
50.86,0.13758,50.86,1.2062,50.8600006,0.1890137,50.8600006,0.2908047,50.8600006,0.2026966
50.87,0.1472,50.87,1.1981,50.8700027,0.1838336,50.8700027,0.2869065,50.8700027,0.2007018
50.88,0.15372,50.88,1.21265,50.8800011,0.1878747,50.8800011,0.2902698,50.8800011,0.1976728
50.89,0.14386,50.89,1.19886,50.8900032,0.1773743,50.8900032,0.2890994,50.8900032,0.2052448
50.9,0.13895,50.9,1.20995,50.9000015,0.1752737,50.9000015,0.2839319,50.9000015,0.1997862
50.91,0.13986,50.91,1.2224,50.9100037,0.1795623,50.9100037,0.2903762,50.9100037,0.2056698
50.92,0.13636,50.92,1.21188,50.920002,0.1868535,50.920002,0.2916299,50.920002,0.2005752
50.93,0.14418,50.93,1.19646,50.9300041,0.1859346,50.9300041,0.2947915,50.9300041,0.1928366
50.94,0.14488,50.94,1.19899,50.9400024,0.1850392,50.9400024,0.3059947,50.9400024,0.1916978
50.95,0.14762,50.95,1.2028,50.9500008,0.1711681,50.9500008,0.3148179,50.9500008,0.195657
50.96,0.14266,50.96,1.21359,50.9600029,0.1746555,50.9600029,0.3170104,50.9600029,0.192138
