RMSD-backbone-A-Gliadin-100SOL-0ETO.xvg,RMSD-backbone-A-Gliadin-100SOL-0ETO.xvg,RMSD-backbone-A-Gliadin-90SOL-10ETO.xvg,RMSD-backbone-A-Gliadin-90SOL-10ETO.xvg,RMSD-backbone-30percent.xvg,RMSD-backbone-30percent.xvg,RMSD-backbone-A-Gliadin-50ETO.xvg,RMSD-backbone-A-Gliadin-50ETO.xvg,RMSD-backbone-70percent.xvg,RMSD-backbone-70percent.xvg
111.52,0.21489,111.52,1.24538,111.5200043,0.2398927,111.5200043,0.2376626,111.5200043,0.2152019
111.53001,0.21296,111.53001,1.2472,111.5300064,0.2453708,111.5300064,0.2384506,111.5300064,0.2197122
111.54001,0.21126,111.54001,1.24698,111.5400085,0.2353415,111.5400085,0.2419885,111.5400085,0.2247243
111.55,0.212,111.55,1.24051,111.5500031,0.2395693,111.5500031,0.2574038,111.5500031,0.2288663
111.56001,0.21061,111.56001,1.22978,111.5600052,0.2381441,111.5600052,0.2524221,111.5600052,0.2275311
111.57001,0.20573,111.57001,1.25189,111.5700073,0.2424036,111.5700073,0.2591156,111.5700073,0.2301
111.58,0.2113,111.58,1.24391,111.5800018,0.2410105,111.5800018,0.249462,111.5800018,0.218253
111.59,0.20987,111.59,1.24196,111.590004,0.2403859,111.590004,0.2488375,111.590004,0.2247894
111.60001,0.21121,111.60001,1.24814,111.6000061,0.2378438,111.6000061,0.2650429,111.6000061,0.2240465
111.61001,0.21487,111.61001,1.24882,111.6100082,0.2338142,111.6100082,0.2559972,111.6100082,0.2284712
111.62,0.22297,111.62,1.24625,111.6200027,0.2181537,111.6200027,0.2474598,111.6200027,0.2308329
111.63,0.21927,111.63,1.25285,111.6300049,0.2215089,111.6300049,0.2377854,111.6300049,0.2287188
111.64001,0.21291,111.64001,1.24258,111.640007,0.2283343,111.640007,0.2372772,111.640007,0.2238299
111.65,0.21639,111.65,1.24377,111.6500015,0.2183341,111.6500015,0.2599478,111.6500015,0.2395348
111.66,0.21402,111.66,1.23434,111.6600037,0.2235073,111.6600037,0.2658119,111.6600037,0.2387144
111.67001,0.2066,111.67001,1.23991,111.6700058,0.2341112,111.6700058,0.2604539,111.6700058,0.2379109
111.68001,0.20834,111.68001,1.21354,111.6800079,0.233044,111.6800079,0.2523297,111.6800079,0.2469283
111.69,0.21328,111.69,1.2161,111.6900024,0.2344232,111.6900024,0.2610933,111.6900024,0.2489898
111.7,0.22289,111.7,1.23205,111.7000046,0.2279006,111.7000046,0.2656934,111.7000046,0.2431103
111.71001,0.21706,111.71001,1.23862,111.7100067,0.2249158,111.7100067,0.2566169,111.7100067,0.2446453
111.72001,0.21353,111.72001,1.24863,111.7200089,0.23057,111.7200089,0.2507178,111.7200089,0.2452824
111.73,0.20769,111.73,1.22843,111.7300034,0.2325673,111.7300034,0.2534629,111.7300034,0.2403041
111.74001,0.20615,111.74001,1.23799,111.7400055,0.2359818,111.7400055,0.2407561,111.7400055,0.2374155
111.75001,0.20377,111.75001,1.22757,111.7500076,0.2355555,111.7500076,0.2474509,111.7500076,0.2330812
111.76,0.20781,111.76,1.23114,111.7600021,0.2202059,111.7600021,0.2489674,111.7600021,0.2366598
111.77,0.21192,111.77,1.23004,111.7700043,0.2200375,111.7700043,0.2438189,111.7700043,0.246907
111.78001,0.20598,111.78001,1.2426,111.7800064,0.2195334,111.7800064,0.2365845,111.7800064,0.2318647
111.79001,0.208,111.79001,1.24422,111.7900085,0.2157962,111.7900085,0.2596548,111.7900085,0.2332114
111.8,0.20281,111.8,1.24259,111.8000031,0.2189513,111.8000031,0.2665335,111.8000031,0.2377769
111.81001,0.20575,111.81001,1.22508,111.8100052,0.2130372,111.8100052,0.2760584,111.8100052,0.2375223
111.82001,0.20567,111.82001,1.22412,111.8200073,0.2176537,111.8200073,0.2469308,111.8200073,0.2314108
111.83,0.20416,111.83,1.24327,111.8300018,0.2244117,111.8300018,0.236836,111.8300018,0.2427885
111.84,0.21344,111.84,1.23358,111.840004,0.2226109,111.840004,0.2484308,111.840004,0.229321
111.85001,0.20792,111.85001,1.2235,111.8500061,0.2246107,111.8500061,0.2530793,111.8500061,0.234736
111.86001,0.20729,111.86001,1.22599,111.8600082,0.2275842,111.8600082,0.2457512,111.8600082,0.238214
111.87,0.21538,111.87,1.22848,111.8700027,0.2237015,111.8700027,0.2428108,111.8700027,0.2391077
111.88,0.20838,111.88,1.21306,111.8800049,0.2341715,111.8800049,0.242741,111.8800049,0.2485296
111.89001,0.21575,111.89001,1.22559,111.890007,0.2323666,111.890007,0.2436889,111.890007,0.2359948
111.9,0.20306,111.9,1.22799,111.9000015,0.2321736,111.9000015,0.2382981,111.9000015,0.2455167
111.91,0.20625,111.91,1.22529,111.9100037,0.2343021,111.9100037,0.2310915,111.9100037,0.2430319
111.92001,0.21672,111.92001,1.23092,111.9200058,0.2301774,111.9200058,0.230376,111.9200058,0.2467828
111.93001,0.20768,111.93001,1.21893,111.9300079,0.2300829,111.9300079,0.2356536,111.9300079,0.2494468
111.94,0.21213,111.94,1.22841,111.9400024,0.2306265,111.9400024,0.2369671,111.9400024,0.2446264
111.95,0.21635,111.95,1.22247,111.9500046,0.2287314,111.9500046,0.2436825,111.9500046,0.2423703
111.96001,0.21798,111.96001,1.23224,111.9600067,0.2362026,111.9600067,0.2460424,111.9600067,0.2479384
111.97001,0.2173,111.97001,1.20681,111.9700089,0.2332569,111.9700089,0.2533173,111.9700089,0.2458253
111.98,0.20593,111.98,1.20649,111.9800034,0.229401,111.9800034,0.2475376,111.9800034,0.2415794
111.99001,0.21051,111.99001,1.23136,111.9900055,0.2259938,111.9900055,0.2506793,111.9900055,0.2455889
112.00001,0.20591,112.00001,1.22704,112.0000076,0.2271099,112.0000076,0.2498946,112.0000076,0.2480529
112.01,0.20449,112.01,1.22917,112.0100021,0.2323134,112.0100021,0.2569428,112.0100021,0.2360379
112.02,0.20627,112.02,1.22872,112.0200043,0.2339854,112.0200043,0.2674962,112.0200043,0.2381026
112.03001,0.20129,112.03001,1.22841,112.0300064,0.2297015,112.0300064,0.2632248,112.0300064,0.2326518
112.04001,0.19742,112.04001,1.23584,112.0400085,0.2386593,112.0400085,0.2510054,112.0400085,0.2412497
112.05,0.20107,112.05,1.26219,112.0500031,0.2317268,112.0500031,0.2535418,112.0500031,0.2338734
112.06001,0.19985,112.06001,1.26427,112.0600052,0.2236212,112.0600052,0.2528344,112.0600052,0.2340838
112.07001,0.20768,112.07001,1.25654,112.0700073,0.2338602,112.0700073,0.2492426,112.0700073,0.2348913
112.08,0.20104,112.08,1.24182,112.0800018,0.2274268,112.0800018,0.2548586,112.0800018,0.2361501
112.09,0.19004,112.09,1.26291,112.090004,0.2273798,112.090004,0.247136,112.090004,0.2417088
112.10001,0.20614,112.10001,1.25163,112.1000061,0.22777,112.1000061,0.2516564,112.1000061,0.2401591
112.11001,0.2006,112.11001,1.23774,112.1100082,0.2253334,112.1100082,0.2555183,112.1100082,0.2404118
112.12,0.20175,112.12,1.2496,112.1200027,0.2231562,112.1200027,0.2574623,112.1200027,0.2484265
112.13,0.20096,112.13,1.25342,112.1300049,0.2234812,112.1300049,0.2641831,112.1300049,0.2469651
112.14001,0.20704,112.14001,1.25156,112.140007,0.212967,112.140007,0.253952,112.140007,0.2580309
112.15,0.21082,112.15,1.25268,112.1500015,0.2194196,112.1500015,0.2583385,112.1500015,0.2494138
112.16,0.20588,112.16,1.24954,112.1600037,0.2196729,112.1600037,0.2482715,112.1600037,0.2504941
112.17001,0.20599,112.17001,1.26922,112.1700058,0.2148407,112.1700058,0.2588628,112.1700058,0.2444917
112.18001,0.2162,112.18001,1.2666,112.1800079,0.2135534,112.1800079,0.2536297,112.1800079,0.247623
112.19,0.21057,112.19,1.27167,112.1900024,0.2184355,112.1900024,0.2541458,112.1900024,0.2473913
112.2,0.20725,112.2,1.26636,112.2000046,0.2264459,112.2000046,0.2563342,112.2000046,0.2429128
112.21001,0.19854,112.21001,1.25735,112.2100067,0.2240195,112.2100067,0.2705462,112.2100067,0.2385984
112.22001,0.201,112.22001,1.27399,112.2200089,0.2215889,112.2200089,0.2576315,112.2200089,0.2468917
112.23,0.20518,112.23,1.26722,112.2300034,0.2192793,112.2300034,0.2516625,112.2300034,0.2397874
112.24001,0.20043,112.24001,1.27244,112.2400055,0.2124603,112.2400055,0.2661048,112.2400055,0.2468799
112.25001,0.202,112.25001,1.25791,112.2500076,0.2182701,112.2500076,0.2650028,112.2500076,0.2479506
112.26,0.20352,112.26,1.26079,112.2600021,0.2245204,112.2600021,0.2514565,112.2600021,0.2485437
112.27,0.19193,112.27,1.2842,112.2700043,0.2145622,112.2700043,0.2578376,112.2700043,0.2535175
112.28001,0.19523,112.28001,1.28499,112.2800064,0.2089568,112.2800064,0.2649834,112.2800064,0.2460904
112.29001,0.20499,112.29001,1.28022,112.2900085,0.2165498,112.2900085,0.2727847,112.2900085,0.2491338
112.3,0.2019,112.3,1.27184,112.3000031,0.2257582,112.3000031,0.2651613,112.3000031,0.2447041
112.31001,0.20086,112.31001,1.28352,112.3100052,0.2295888,112.3100052,0.2626908,112.3100052,0.2299672
112.32001,0.20424,112.32001,1.26228,112.3200073,0.2270833,112.3200073,0.2740828,112.3200073,0.2343679
112.33,0.21083,112.33,1.23955,112.3300018,0.2241049,112.3300018,0.2669364,112.3300018,0.2445312
112.34,0.21554,112.34,1.21753,112.340004,0.2287457,112.340004,0.2721748,112.340004,0.2404999
112.35001,0.20762,112.35001,1.22949,112.3500061,0.2263594,112.3500061,0.2859634,112.3500061,0.2430727
112.36001,0.20827,112.36001,1.23481,112.3600082,0.2357807,112.3600082,0.2780698,112.3600082,0.2413481
112.37,0.21789,112.37,1.23292,112.3700027,0.2372997,112.3700027,0.2884649,112.3700027,0.2465259
112.38,0.20846,112.38,1.25025,112.3800049,0.2340813,112.3800049,0.2906062,112.3800049,0.2495266
112.39001,0.21475,112.39001,1.25124,112.390007,0.2342833,112.390007,0.2813998,112.390007,0.2464053
112.4,0.22541,112.4,1.25662,112.4000015,0.2276195,112.4000015,0.2676282,112.4000015,0.2462939
112.41,0.21452,112.41,1.2357,112.4100037,0.2334058,112.4100037,0.2727901,112.4100037,0.2490409
112.42001,0.20623,112.42001,1.24739,112.4200058,0.2391277,112.4200058,0.2717267,112.4200058,0.2440422
112.43001,0.21309,112.43001,1.24922,112.4300079,0.2343647,112.4300079,0.2810534,112.4300079,0.2457409
112.44,0.20372,112.44,1.25467,112.4400024,0.2468495,112.4400024,0.2778842,112.4400024,0.2565365
112.45,0.2061,112.45,1.24268,112.4500046,0.232542,112.4500046,0.272522,112.4500046,0.2575723
112.46001,0.2159,112.46001,1.23939,112.4600067,0.2433953,112.4600067,0.2736852,112.4600067,0.2531578
112.47001,0.21454,112.47001,1.2327,112.4700089,0.2364783,112.4700089,0.2676283,112.4700089,0.2531849
112.48,0.22178,112.48,1.21214,112.4800034,0.2311817,112.4800034,0.2638711,112.4800034,0.2532679
112.49001,0.20647,112.49001,1.23163,112.4900055,0.2346528,112.4900055,0.2839934,112.4900055,0.2444725
112.50001,0.21163,112.50001,1.2443,112.5000076,0.2296651,112.5000076,0.2745312,112.5000076,0.2447422
112.51,0.21934,112.51,1.22321,112.5100021,0.2324836,112.5100021,0.2713212,112.5100021,0.2479392
112.52,0.212,112.52,1.25542,112.5200043,0.2358628,112.5200043,0.2752969,112.5200043,0.2380008
112.53001,0.20306,112.53001,1.25692,112.5300064,0.2355825,112.5300064,0.2561692,112.5300064,0.2367214
112.54001,0.20455,112.54001,1.25059,112.5400085,0.2472328,112.5400085,0.2533587,112.5400085,0.2398412
112.55,0.19976,112.55,1.25839,112.5500031,0.2303549,112.5500031,0.2566083,112.5500031,0.2315926
112.56001,0.20354,112.56001,1.28135,112.5600052,0.2382184,112.5600052,0.2769109,112.5600052,0.2396642
112.57001,0.19821,112.57001,1.27143,112.5700073,0.2315796,112.5700073,0.2638063,112.5700073,0.2317462
112.58,0.19364,112.58,1.27335,112.5800018,0.2304185,112.5800018,0.2675068,112.5800018,0.2271502
112.59,0.20106,112.59,1.24582,112.590004,0.2341283,112.590004,0.2596755,112.590004,0.230553
112.60001,0.19414,112.60001,1.25812,112.6000061,0.2275114,112.6000061,0.2556238,112.6000061,0.220768
112.61001,0.20549,112.61001,1.24976,112.6100082,0.223946,112.6100082,0.2564634,112.6100082,0.229782
112.62,0.20866,112.62,1.24248,112.6200027,0.2283369,112.6200027,0.2743465,112.6200027,0.2347138
112.63,0.2056,112.63,1.24087,112.6300049,0.2328097,112.6300049,0.2540448,112.6300049,0.2305086
112.64001,0.20679,112.64001,1.24722,112.640007,0.2216481,112.640007,0.2633973,112.640007,0.2346991
112.65001,0.20631,112.65001,1.25233,112.6500092,0.2251161,112.6500092,0.2664246,112.6500092,0.2358753
112.66,0.20645,112.66,1.24475,112.6600037,0.2355276,112.6600037,0.2721856,112.6600037,0.2402174
112.67001,0.20555,112.67001,1.25025,112.6700058,0.2335843,112.6700058,0.2665222,112.6700058,0.2291581
112.68001,0.20577,112.68001,1.23147,112.6800079,0.2376556,112.6800079,0.2645289,112.6800079,0.2463874
112.69,0.19505,112.69,1.23141,112.6900024,0.2383183,112.6900024,0.2689224,112.6900024,0.2298103
112.7,0.19334,112.7,1.23446,112.7000046,0.2459579,112.7000046,0.2541835,112.7000046,0.2338475
112.71001,0.19987,112.71001,1.24534,112.7100067,0.2381471,112.7100067,0.2589942,112.7100067,0.2353497
112.72001,0.1985,112.72001,1.24807,112.7200089,0.2460007,112.7200089,0.2639138,112.7200089,0.2526682
112.73,0.19905,112.73,1.24467,112.7300034,0.2630545,112.7300034,0.2677181,112.7300034,0.245925
112.74001,0.20025,112.74001,1.23728,112.7400055,0.2499934,112.7400055,0.2561255,112.7400055,0.2435879
112.75001,0.19873,112.75001,1.23988,112.7500076,0.2392679,112.7500076,0.2538836,112.7500076,0.235508
112.76,0.19163,112.76,1.25376,112.7600021,0.2341551,112.7600021,0.2706634,112.7600021,0.2402787
112.77,0.1945,112.77,1.27593,112.7700043,0.2398169,112.7700043,0.2698842,112.7700043,0.2405613
112.78001,0.19627,112.78001,1.26406,112.7800064,0.2313155,112.7800064,0.2870534,112.7800064,0.2307463
112.79001,0.18806,112.79001,1.25869,112.7900085,0.2277514,112.7900085,0.2814558,112.7900085,0.2355104
112.8,0.20032,112.8,1.26353,112.8000031,0.2333165,112.8000031,0.2833026,112.8000031,0.2322258
112.81001,0.19539,112.81001,1.24667,112.8100052,0.2420971,112.8100052,0.2828968,112.8100052,0.2368593
112.82001,0.19991,112.82001,1.25441,112.8200073,0.2405736,112.8200073,0.265727,112.8200073,0.2390116
112.83,0.19225,112.83,1.23758,112.8300018,0.2399625,112.8300018,0.2671134,112.8300018,0.2385387
112.84,0.20228,112.84,1.23438,112.840004,0.2404246,112.840004,0.2603332,112.840004,0.2391971
112.85001,0.20167,112.85001,1.2188,112.8500061,0.2413162,112.8500061,0.2694711,112.8500061,0.237529
112.86001,0.19532,112.86001,1.20928,112.8600082,0.2340492,112.8600082,0.271368,112.8600082,0.2381163
112.87,0.17561,112.87,1.22055,112.8700027,0.2394013,112.8700027,0.2592189,112.8700027,0.2341553
112.88,0.18956,112.88,1.20578,112.8800049,0.2353486,112.8800049,0.2628613,112.8800049,0.2396864
112.89001,0.18641,112.89001,1.20249,112.890007,0.2393585,112.890007,0.2522769,112.890007,0.2288226
112.90001,0.19022,112.90001,1.22024,112.9000092,0.2462471,112.9000092,0.2530986,112.9000092,0.2424048
112.91,0.20059,112.91,1.24058,112.9100037,0.2523851,112.9100037,0.2498515,112.9100037,0.2456669
112.92001,0.20326,112.92001,1.23821,112.9200058,0.2493674,112.9200058,0.2460775,112.9200058,0.2290693
112.93001,0.21138,112.93001,1.23835,112.9300079,0.2552359,112.9300079,0.2685145,112.9300079,0.2303819
112.94,0.18769,112.94,1.24985,112.9400024,0.2546901,112.9400024,0.25176,112.9400024,0.2374153
112.95,0.18062,112.95,1.24788,112.9500046,0.2529441,112.9500046,0.2477972,112.9500046,0.2308719
112.96001,0.19227,112.96001,1.24872,112.9600067,0.2661257,112.9600067,0.2468833,112.9600067,0.2320387
112.97001,0.19819,112.97001,1.23466,112.9700089,0.2544358,112.9700089,0.2346388,112.9700089,0.2376678
112.98,0.19298,112.98,1.24372,112.9800034,0.2607105,112.9800034,0.2465765,112.9800034,0.2396248
112.99001,0.1938,112.99001,1.22559,112.9900055,0.2598177,112.9900055,0.2352413,112.9900055,0.2255066
113.00001,0.20476,113.00001,1.22127,113.0000076,0.2742705,113.0000076,0.2403793,113.0000076,0.2244199
113.01,0.19486,113.01,1.2435,113.0100021,0.2803718,113.0100021,0.2436887,113.0100021,0.2263317
113.02,0.19672,113.02,1.23425,113.0200043,0.2662671,113.0200043,0.238968,113.0200043,0.2235135
113.03001,0.19039,113.03001,1.22605,113.0300064,0.2568857,113.0300064,0.2234912,113.0300064,0.2298807
113.04001,0.19512,113.04001,1.25848,113.0400085,0.265866,113.0400085,0.232082,113.0400085,0.2378995
113.05,0.19141,113.05,1.24559,113.0500031,0.2637888,113.0500031,0.2352434,113.0500031,0.2310302
113.06001,0.19557,113.06001,1.24558,113.0600052,0.2555452,113.0600052,0.2429075,113.0600052,0.2280756
113.07001,0.18904,113.07001,1.25193,113.0700073,0.2486226,113.0700073,0.2495844,113.0700073,0.2306059
113.08,0.19453,113.08,1.21112,113.0800018,0.2543661,113.0800018,0.234719,113.0800018,0.2291825
113.09,0.1925,113.09,1.23535,113.090004,0.2693363,113.090004,0.23326,113.090004,0.2433562
113.10001,0.18726,113.10001,1.21521,113.1000061,0.2586628,113.1000061,0.2452658,113.1000061,0.2428295
113.11001,0.19357,113.11001,1.21898,113.1100082,0.2466578,113.1100082,0.243035,113.1100082,0.2368954
113.12,0.19899,113.12,1.22825,113.1200027,0.2488562,113.1200027,0.2325237,113.1200027,0.2372303
113.13,0.19686,113.13,1.22544,113.1300049,0.2542372,113.1300049,0.2448359,113.1300049,0.2421717
113.14001,0.20104,113.14001,1.22237,113.140007,0.248946,113.140007,0.2504668,113.140007,0.2556376
113.15001,0.19891,113.15001,1.22208,113.1500092,0.2506723,113.1500092,0.2425931,113.1500092,0.2368022
113.16,0.19956,113.16,1.22242,113.1600037,0.2323446,113.1600037,0.2437851,113.1600037,0.2304441
113.17001,0.19328,113.17001,1.20598,113.1700058,0.2380168,113.1700058,0.2459812,113.1700058,0.2337883
113.18001,0.18791,113.18001,1.21625,113.1800079,0.2396079,113.1800079,0.2591348,113.1800079,0.2474643
113.19,0.19097,113.19,1.20868,113.1900024,0.2423481,113.1900024,0.2502574,113.1900024,0.2507148
113.2,0.20109,113.2,1.2166,113.2000046,0.2387416,113.2000046,0.2593984,113.2000046,0.2471615
113.21001,0.18332,113.21001,1.2342,113.2100067,0.2461434,113.2100067,0.2516121,113.2100067,0.2398246
113.22001,0.17893,113.22001,1.20804,113.2200089,0.2474209,113.2200089,0.2531548,113.2200089,0.2266186
113.23,0.18445,113.23,1.19453,113.2300034,0.2415746,113.2300034,0.2598259,113.2300034,0.2237574
113.24001,0.18206,113.24001,1.18996,113.2400055,0.2379391,113.2400055,0.2718178,113.2400055,0.2394966
113.25001,0.17729,113.25001,1.21003,113.2500076,0.2222437,113.2500076,0.2713926,113.2500076,0.2411782
113.26,0.18583,113.26,1.19894,113.2600021,0.2311932,113.2600021,0.2766273,113.2600021,0.246584
113.27,0.1911,113.27,1.20664,113.2700043,0.2193557,113.2700043,0.2704696,113.2700043,0.2525471
113.28001,0.19436,113.28001,1.21465,113.2800064,0.2274442,113.2800064,0.2743746,113.2800064,0.2486898
113.29001,0.19299,113.29001,1.23461,113.2900085,0.2340101,113.2900085,0.2739272,113.2900085,0.2489273
113.3,0.19373,113.3,1.23485,113.3000031,0.2322614,113.3000031,0.2602455,113.3000031,0.2483163
113.31001,0.20052,113.31001,1.23294,113.3100052,0.2358716,113.3100052,0.2582172,113.3100052,0.2507969
113.32001,0.19446,113.32001,1.2187,113.3200073,0.2283328,113.3200073,0.2697054,113.3200073,0.2556931
113.33,0.19559,113.33,1.22546,113.3300018,0.2434394,113.3300018,0.2677326,113.3300018,0.2478993
113.34,0.19543,113.34,1.24201,113.340004,0.2442467,113.340004,0.2578578,113.340004,0.2578105
113.35001,0.19553,113.35001,1.23514,113.3500061,0.2563617,113.3500061,0.2568077,113.3500061,0.2464512
113.36001,0.1951,113.36001,1.21535,113.3600082,0.2484211,113.3600082,0.2526662,113.3600082,0.2477977
113.37,0.19895,113.37,1.21454,113.3700027,0.2330819,113.3700027,0.2645296,113.3700027,0.2464496
113.38,0.20138,113.38,1.23095,113.3800049,0.2465148,113.3800049,0.2599379,113.3800049,0.2454752
113.39001,0.20236,113.39001,1.22348,113.390007,0.2333708,113.390007,0.2706735,113.390007,0.2427924
113.40001,0.18982,113.40001,1.2381,113.4000092,0.2345299,113.4000092,0.2655255,113.4000092,0.2381048
113.41,0.19369,113.41,1.24958,113.4100037,0.2381622,113.4100037,0.2663234,113.4100037,0.2418403
113.42001,0.20195,113.42001,1.24251,113.4200058,0.2569774,113.4200058,0.2594688,113.4200058,0.2462898
113.43001,0.20681,113.43001,1.22239,113.4300079,0.2491331,113.4300079,0.2601301,113.4300079,0.2465338
113.44,0.2012,113.44,1.24095,113.4400024,0.2498214,113.4400024,0.2519231,113.4400024,0.2534088
113.45,0.1912,113.45,1.23168,113.4500046,0.2443848,113.4500046,0.2762133,113.4500046,0.2496836
113.46001,0.19519,113.46001,1.22188,113.4600067,0.254596,113.4600067,0.2741089,113.4600067,0.2492365
113.47001,0.19936,113.47001,1.19834,113.4700089,0.259878,113.4700089,0.2760103,113.4700089,0.2444493
113.48,0.19855,113.48,1.21387,113.4800034,0.2527134,113.4800034,0.2661444,113.4800034,0.2459074
113.49001,0.19281,113.49001,1.20455,113.4900055,0.2515706,113.4900055,0.2800403,113.4900055,0.2433763
113.50001,0.19743,113.50001,1.1941,113.5000076,0.2637128,113.5000076,0.2806602,113.5000076,0.2479231
113.51,0.19793,113.51,1.21181,113.5100021,0.2493321,113.5100021,0.286521,113.5100021,0.2395945
113.52,0.19331,113.52,1.2222,113.5200043,0.2496027,113.5200043,0.2904052,113.5200043,0.2502843
113.53001,0.1945,113.53001,1.21734,113.5300064,0.2525883,113.5300064,0.2823956,113.5300064,0.2508904
113.54001,0.2042,113.54001,1.21441,113.5400085,0.2518486,113.5400085,0.2730354,113.5400085,0.2561835
113.55,0.19397,113.55,1.21621,113.5500031,0.2511636,113.5500031,0.2755132,113.5500031,0.2566042
113.56001,0.188,113.56001,1.20883,113.5600052,0.2535186,113.5600052,0.2781137,113.5600052,0.260394
113.57001,0.19351,113.57001,1.21652,113.5700073,0.2487227,113.5700073,0.2841525,113.5700073,0.2513117
113.58,0.18735,113.58,1.21223,113.5800018,0.2475365,113.5800018,0.2734046,113.5800018,0.2676399
113.59,0.1915,113.59,1.19285,113.590004,0.2453537,113.590004,0.2643138,113.590004,0.2661031
113.60001,0.18609,113.60001,1.18829,113.6000061,0.2499673,113.6000061,0.270068,113.6000061,0.2558562
113.61001,0.18383,113.61001,1.20236,113.6100082,0.2443528,113.6100082,0.267896,113.6100082,0.2545757
113.62,0.19132,113.62,1.19183,113.6200027,0.2431258,113.6200027,0.2665998,113.6200027,0.2504904
113.63,0.18579,113.63,1.20541,113.6300049,0.24013,113.6300049,0.2743227,113.6300049,0.2503707
113.64001,0.19349,113.64001,1.19803,113.640007,0.2390506,113.640007,0.2638364,113.640007,0.2544664
113.65001,0.18738,113.65001,1.20303,113.6500092,0.2360932,113.6500092,0.2694575,113.6500092,0.2383756
113.66,0.192,113.66,1.20815,113.6600037,0.2386619,113.6600037,0.2659095,113.6600037,0.2447872
113.67001,0.18011,113.67001,1.21756,113.6700058,0.2389399,113.6700058,0.2552422,113.6700058,0.2451717
113.68001,0.18017,113.68001,1.20066,113.6800079,0.2438531,113.6800079,0.2564502,113.6800079,0.247495
113.69,0.18898,113.69,1.20726,113.6900024,0.2524744,113.6900024,0.2619253,113.6900024,0.2476007
113.7,0.18868,113.7,1.19143,113.7000046,0.2485328,113.7000046,0.2561598,113.7000046,0.2503169
113.71001,0.1915,113.71001,1.19786,113.7100067,0.2474019,113.7100067,0.2664147,113.7100067,0.2488287
113.72001,0.19823,113.72001,1.18027,113.7200089,0.238713,113.7200089,0.2544079,113.7200089,0.2522733
113.73,0.18783,113.73,1.18834,113.7300034,0.2430097,113.7300034,0.2640141,113.7300034,0.254491
113.74001,0.19875,113.74001,1.18432,113.7400055,0.2435177,113.7400055,0.2564512,113.7400055,0.2534212
113.75001,0.18823,113.75001,1.18,113.7500076,0.2415266,113.7500076,0.2419188,113.7500076,0.2466385
113.76,0.20519,113.76,1.18035,113.7600021,0.2471211,113.7600021,0.24822,113.7600021,0.2531416
113.77,0.20639,113.77,1.1942,113.7700043,0.2423736,113.7700043,0.2457289,113.7700043,0.2482475
113.78001,0.19362,113.78001,1.19057,113.7800064,0.2528454,113.7800064,0.2656326,113.7800064,0.2645213
113.79001,0.19551,113.79001,1.18912,113.7900085,0.2448611,113.7900085,0.2724836,113.7900085,0.2571419
113.8,0.20259,113.8,1.18915,113.8000031,0.2456999,113.8000031,0.2716076,113.8000031,0.2385206
113.81001,0.21144,113.81001,1.18131,113.8100052,0.2458505,113.8100052,0.2655045,113.8100052,0.2429278
113.82001,0.1969,113.82001,1.1865,113.8200073,0.246488,113.8200073,0.2793944,113.8200073,0.2539907
113.83,0.18828,113.83,1.18032,113.8300018,0.2404382,113.8300018,0.275569,113.8300018,0.2554287
113.84,0.19666,113.84,1.19468,113.840004,0.2405763,113.840004,0.2713994,113.840004,0.2672708
113.85001,0.20374,113.85001,1.20539,113.8500061,0.2288639,113.8500061,0.2696374,113.8500061,0.2596518
113.86001,0.20333,113.86001,1.21738,113.8600082,0.2438971,113.8600082,0.2658798,113.8600082,0.2409376
113.87,0.19676,113.87,1.20808,113.8700027,0.2428436,113.8700027,0.2685186,113.8700027,0.2521236
113.88,0.19802,113.88,1.21731,113.8800049,0.2453829,113.8800049,0.2696043,113.8800049,0.253712
113.89001,0.19243,113.89001,1.21291,113.890007,0.2433498,113.890007,0.2635871,113.890007,0.2461969
113.90001,0.19672,113.90001,1.2045,113.9000092,0.2337754,113.9000092,0.2649101,113.9000092,0.2509576
113.91,0.20334,113.91,1.20575,113.9100037,0.2433554,113.9100037,0.2707326,113.9100037,0.2502629
113.92001,0.19469,113.92001,1.20885,113.9200058,0.2409153,113.9200058,0.2659835,113.9200058,0.2578136
113.93001,0.19944,113.93001,1.2062,113.9300079,0.2411189,113.9300079,0.2633421,113.9300079,0.2600567
113.94,0.19918,113.94,1.21118,113.9400024,0.235454,113.9400024,0.2616102,113.9400024,0.2634488
113.95,0.20351,113.95,1.21182,113.9500046,0.2377909,113.9500046,0.2619461,113.9500046,0.2539784
113.96001,0.19029,113.96001,1.20541,113.9600067,0.2353406,113.9600067,0.2696077,113.9600067,0.2512448
113.97001,0.19606,113.97001,1.21435,113.9700089,0.2541644,113.9700089,0.2558769,113.9700089,0.2535736
113.98,0.20099,113.98,1.21229,113.9800034,0.2498037,113.9800034,0.2771496,113.9800034,0.2591423
113.99001,0.19961,113.99001,1.2156,113.9900055,0.2370159,113.9900055,0.2760298,113.9900055,0.2558557
114.00001,0.20586,114.00001,1.22427,114.0000076,0.2467715,114.0000076,0.264532,114.0000076,0.2462442
114.01,0.21941,114.01,1.22743,114.0100021,0.2499158,114.0100021,0.2659647,114.0100021,0.2495665
114.02,0.2137,114.02,1.22113,114.0200043,0.2417478,114.0200043,0.2710226,114.0200043,0.2505196
