48601-RMSD-potein-potein-xvgx,48601-RMSD-potein-potein-xvgy1,4860-rmsd-potein-potein.xvg,4860-rmsd-potein-potein-xvgy2,5018-rmsd-potein-potein.xvg,5018-rmsd-potein-xvgy3,,5018-RMSD-lig-ligx,5018-RMSD-lig-ligy1,48601-RMSD-lig-lig.xvg,48601-RMSD-lig-ligy2,4860-rmsd-lig-lig.xvg,4860-rmsd-lig-ligy3,,4860-rmsd-backbond-backbond.xvg,4860-rmsd-backbond-backbond.xvg,48601-rmsd-backbond.xvg,48601-rmsd-backbond.xvg,5018-RMSD-backbond-backbond.xvg,5018-RMSD-backbond-backbond.xvg
12.3200006,0.2930921,12.3200006,0.5410092,12.3200006,0.2878273,,12.3200006,0.1620503,12.3200006,0.4764143,12.3200006,0.1996976,,12.3200006,0.4957966,12.3200006,0.240552,12.3200006,0.2465234
12.3300009,0.2673177,12.3300009,0.5210486,12.3300009,0.2822514,,12.3300009,0.1536833,12.3300009,0.486064,12.3300009,0.1990837,,12.3300009,0.4763002,12.3300009,0.2121222,12.3300009,0.240537
12.3400002,0.2745154,12.3400002,0.5146391,12.3400002,0.2789173,,12.3400002,0.1605946,12.3400002,0.4896534,12.3400002,0.1890784,,12.3400002,0.4687196,12.3400002,0.2238759,12.3400002,0.2352732
12.3500004,0.2756308,12.3500004,0.5166281,12.3500004,0.290465,,12.3500004,0.1474278,12.3500004,0.4808483,12.3500004,0.2050452,,12.3500004,0.4710111,12.3500004,0.2237041,12.3500004,0.2494998
12.3600006,0.2876155,12.3600006,0.5115007,12.3600006,0.2800199,,12.3600006,0.1513526,12.3600006,0.4857612,12.3600006,0.1922429,,12.3600006,0.4661096,12.3600006,0.2370592,12.3600006,0.238726
12.3700008,0.2723314,12.3700008,0.5120463,12.3700008,0.2881422,,12.3700008,0.1508663,12.3700008,0.4599116,12.3700008,0.1966424,,12.3700008,0.466219,12.3700008,0.2229205,12.3700008,0.2466211
12.3800001,0.2611676,12.3800001,0.5106361,12.3800001,0.2796182,,12.3800001,0.1597298,12.3800001,0.4964345,12.3800001,0.1744792,,12.3800001,0.4649934,12.3800001,0.2076188,12.3800001,0.2373273
12.3900003,0.2659952,12.3900003,0.5041995,12.3900003,0.283037,,12.3900003,0.1528528,12.3900003,0.4918537,12.3900003,0.1777645,,12.3900003,0.4586685,12.3900003,0.2147765,12.3900003,0.2385479
12.4000006,0.2719448,12.4000006,0.5090649,12.4000006,0.2890458,,12.4000006,0.1466087,12.4000006,0.5014203,12.4000006,0.1935368,,12.4000006,0.4638896,12.4000006,0.2191951,12.4000006,0.2454777
12.4100008,0.2544481,12.4100008,0.5196832,12.4100008,0.297239,,12.4100008,0.1510018,12.4100008,0.4980212,12.4100008,0.1891552,,12.4100008,0.4741319,12.4100008,0.1987526,12.4100008,0.2552156
12.420001,0.2441707,12.420001,0.5154341,12.420001,0.3112298,,12.420001,0.1612872,12.420001,0.4981039,12.420001,0.186006,,12.420001,0.4704087,12.420001,0.1833019,12.420001,0.2708854
12.4300003,0.2365959,12.4300003,0.5172465,12.4300003,0.3074356,,12.4300003,0.1338234,12.4300003,0.4589445,12.4300003,0.1870029,,12.4300003,0.4718594,12.4300003,0.1758506,12.4300003,0.2675551
12.4400005,0.242583,12.4400005,0.5100319,12.4400005,0.3107536,,12.4400005,0.1469278,12.4400005,0.4851832,12.4400005,0.1973937,,12.4400005,0.4642388,12.4400005,0.1768178,12.4400005,0.2736477
12.4500008,0.2380548,12.4500008,0.5124764,12.4500008,0.3159764,,12.4500008,0.1405629,12.4500008,0.4642623,12.4500008,0.1876813,,12.4500008,0.4674484,12.4500008,0.1791645,12.4500008,0.2781825
12.460001,0.2265726,12.460001,0.5128201,12.460001,0.3056326,,12.460001,0.1534738,12.460001,0.4610185,12.460001,0.1905795,,12.460001,0.467814,12.460001,0.1675647,12.460001,0.2675404
12.4700003,0.2334304,12.4700003,0.5101149,12.4700003,0.301276,,12.4700003,0.1585718,12.4700003,0.4650429,12.4700003,0.1968112,,12.4700003,0.4654758,12.4700003,0.1756984,12.4700003,0.2625638
12.4800005,0.2547225,12.4800005,0.5201133,12.4800005,0.297428,,12.4800005,0.1655378,12.4800005,0.4716853,12.4800005,0.1852337,,12.4800005,0.4757387,12.4800005,0.203135,12.4800005,0.2598668
12.4900007,0.2479813,12.4900007,0.5240884,12.4900007,0.2955239,,12.4900007,0.1575841,12.4900007,0.4840147,12.4900007,0.1913109,,12.4900007,0.4799156,12.4900007,0.1917433,12.4900007,0.2559914
12.500001,0.2471851,12.500001,0.5280975,12.500001,0.3020545,,12.500001,0.1490171,12.500001,0.4884157,12.500001,0.200597,,12.500001,0.4834177,12.500001,0.1887262,12.500001,0.26513
12.5100002,0.2826146,12.5100002,0.5244263,12.5100002,0.3011867,,12.5100002,0.1579425,12.5100002,0.4931933,12.5100002,0.1674076,,12.5100002,0.4796395,12.5100002,0.2308313,12.5100002,0.263018
12.5200005,0.2621541,12.5200005,0.5296049,12.5200005,0.3033276,,12.5200005,0.1434142,12.5200005,0.4693434,12.5200005,0.1839066,,12.5200005,0.4854213,12.5200005,0.2075736,12.5200005,0.2658335
12.5300007,0.2540998,12.5300007,0.522122,12.5300007,0.2832009,,12.5300007,0.1443437,12.5300007,0.4922749,12.5300007,0.2048903,,12.5300007,0.4775808,12.5300007,0.1983768,12.5300007,0.2429085
12.5400009,0.2726203,12.5400009,0.5203199,12.5400009,0.2877542,,12.5400009,0.1595797,12.5400009,0.4956845,12.5400009,0.2050269,,12.5400009,0.4760828,12.5400009,0.2188462,12.5400009,0.2479199
12.5500002,0.2688118,12.5500002,0.5112916,12.5500002,0.2760527,,12.5500002,0.1579177,12.5500002,0.4661211,12.5500002,0.2042797,,12.5500002,0.4663338,12.5500002,0.2152026,12.5500002,0.2334062
12.5600004,0.2307176,12.5600004,0.5190562,12.5600004,0.2848072,,12.5600004,0.161965,12.5600004,0.4942174,12.5600004,0.1963869,,12.5600004,0.4733636,12.5600004,0.1721029,12.5600004,0.2433371
12.5700006,0.2525013,12.5700006,0.5155776,12.5700006,0.2934564,,12.5700006,0.161884,12.5700006,0.4702196,12.5700006,0.2132718,,12.5700006,0.4698925,12.5700006,0.1981907,12.5700006,0.2512446
12.5800009,0.2766333,12.5800009,0.5179182,12.5800009,0.3004289,,12.5800009,0.1708823,12.5800009,0.4643598,12.5800009,0.2195043,,12.5800009,0.4732783,12.5800009,0.2240643,12.5800009,0.2612606
12.5900002,0.2653352,12.5900002,0.5117629,12.5900002,0.3080987,,12.5900002,0.1524666,12.5900002,0.467671,12.5900002,0.2258424,,12.5900002,0.4655954,12.5900002,0.2097205,12.5900002,0.2724977
12.6000004,0.2727685,12.6000004,0.5050892,12.6000004,0.2910015,,12.6000004,0.1565129,12.6000004,0.464532,12.6000004,0.2069516,,12.6000004,0.4605021,12.6000004,0.2164969,12.6000004,0.2512221
12.6100006,0.2805741,12.6100006,0.5038574,12.6100006,0.2817008,,12.6100006,0.1566124,12.6100006,0.4560025,12.6100006,0.1978313,,12.6100006,0.4588476,12.6100006,0.2283078,12.6100006,0.238616
12.6200008,0.300108,12.6200008,0.5166019,12.6200008,0.2758709,,12.6200008,0.1529957,12.6200008,0.4615277,12.6200008,0.1831076,,12.6200008,0.471508,12.6200008,0.251385,12.6200008,0.2354745
12.6300011,0.287687,12.6300011,0.5249357,12.6300011,0.273142,,12.6300011,0.1605218,12.6300011,0.4765429,12.6300011,0.2006341,,12.6300011,0.480355,12.6300011,0.2332487,12.6300011,0.2315134
12.6400003,0.2752838,12.6400003,0.5265792,12.6400003,0.285833,,12.6400003,0.1571878,12.6400003,0.4633124,12.6400003,0.1936383,,12.6400003,0.4820316,12.6400003,0.2194024,12.6400003,0.2428002
12.6500006,0.2719647,12.6500006,0.5228656,12.6500006,0.2875177,,12.6500006,0.1558432,12.6500006,0.4769829,12.6500006,0.179055,,12.6500006,0.4784728,12.6500006,0.217708,12.6500006,0.2469525
12.6600008,0.2709908,12.6600008,0.5153906,12.6600008,0.2754389,,12.6600008,0.152162,12.6600008,0.4751006,12.6600008,0.1850077,,12.6600008,0.4705618,12.6600008,0.2193685,12.6600008,0.2347788
12.670001,0.2692993,12.670001,0.5127459,12.670001,0.280922,,12.670001,0.1496359,12.670001,0.4860789,12.670001,0.1904105,,12.670001,0.46708,12.670001,0.2188403,12.670001,0.2392566
12.6800003,0.2665827,12.6800003,0.5155951,12.6800003,0.267859,,12.6800003,0.1540768,12.6800003,0.4848709,12.6800003,0.1830152,,12.6800003,0.469888,12.6800003,0.2105782,12.6800003,0.2269908
12.6900005,0.2600991,12.6900005,0.5212373,12.6900005,0.2890596,,12.6900005,0.1550366,12.6900005,0.4680608,12.6900005,0.167377,,12.6900005,0.4754688,12.6900005,0.2047703,12.6900005,0.2516196
12.7000008,0.2792213,12.7000008,0.523993,12.7000008,0.2906599,,12.7000008,0.1468102,12.7000008,0.4467567,12.7000008,0.185555,,12.7000008,0.4786588,12.7000008,0.2277117,12.7000008,0.2530318
12.710001,0.2589383,12.710001,0.5221304,12.710001,0.2875704,,12.710001,0.1649907,12.710001,0.4400238,12.710001,0.1995296,,12.710001,0.4770612,12.710001,0.2039401,12.710001,0.2476058
12.7200003,0.2696491,12.7200003,0.5191817,12.7200003,0.277832,,12.7200003,0.1445177,12.7200003,0.4682404,12.7200003,0.1880132,,12.7200003,0.4738688,12.7200003,0.2161071,12.7200003,0.2378958
12.7300005,0.2582678,12.7300005,0.520543,12.7300005,0.2714839,,12.7300005,0.1530433,12.7300005,0.4659032,12.7300005,0.1853374,,12.7300005,0.476312,12.7300005,0.2038551,12.7300005,0.2299726
12.7400007,0.2806247,12.7400007,0.5091674,12.7400007,0.2687274,,12.7400007,0.1661226,12.7400007,0.4777958,12.7400007,0.1960582,,12.7400007,0.4638414,12.7400007,0.2277984,12.7400007,0.2291783
12.750001,0.2945979,12.750001,0.5086349,12.750001,0.2841259,,12.750001,0.1600132,12.750001,0.4643509,12.750001,0.1780677,,12.750001,0.4633651,12.750001,0.2433626,12.750001,0.24473
12.7600002,0.2733035,12.7600002,0.5017913,12.7600002,0.2679152,,12.7600002,0.1436113,12.7600002,0.4622298,12.7600002,0.1625083,,12.7600002,0.4563666,12.7600002,0.2244045,12.7600002,0.2258691
12.7700005,0.2868974,12.7700005,0.5045558,12.7700005,0.281608,,12.7700005,0.1415496,12.7700005,0.4636582,12.7700005,0.1735059,,12.7700005,0.459419,12.7700005,0.2394061,12.7700005,0.2426471
12.7800007,0.2907281,12.7800007,0.5047715,12.7800007,0.2657534,,12.7800007,0.1469376,12.7800007,0.4416058,12.7800007,0.1782765,,12.7800007,0.4597356,12.7800007,0.2434637,12.7800007,0.2255131
12.7900009,0.2823975,12.7900009,0.5026636,12.7900009,0.2768483,,12.7900009,0.1429385,12.7900009,0.4581187,12.7900009,0.1882704,,12.7900009,0.4571427,12.7900009,0.2308742,12.7900009,0.2395382
12.8000002,0.2839177,12.8000002,0.4984758,12.8000002,0.2728136,,12.8000002,0.1637176,12.8000002,0.4676508,12.8000002,0.1671692,,12.8000002,0.4518373,12.8000002,0.2350058,12.8000002,0.2321647
12.8100004,0.2771859,12.8100004,0.5079416,12.8100004,0.2768817,,12.8100004,0.1396865,12.8100004,0.4655418,12.8100004,0.1756929,,12.8100004,0.4630198,12.8100004,0.2261706,12.8100004,0.2355179
12.8200006,0.2828133,12.8200006,0.5109457,12.8200006,0.2849296,,12.8200006,0.1264057,12.8200006,0.4619479,12.8200006,0.139916,,12.8200006,0.4659023,12.8200006,0.2326053,12.8200006,0.2466443
12.8300009,0.2622999,12.8300009,0.5038007,12.8300009,0.2784784,,12.8300009,0.1487901,12.8300009,0.4458993,12.8300009,0.1436219,,12.8300009,0.4588927,12.8300009,0.2110225,12.8300009,0.2388989
12.8400002,0.2582626,12.8400002,0.5011084,12.8400002,0.2874292,,12.8400002,0.145577,12.8400002,0.4707403,12.8400002,0.1488069,,12.8400002,0.4556363,12.8400002,0.2022568,12.8400002,0.2468973
12.8500004,0.2719411,12.8500004,0.5016544,12.8500004,0.302308,,12.8500004,0.1455363,12.8500004,0.472584,12.8500004,0.1527598,,12.8500004,0.4563278,12.8500004,0.2203369,12.8500004,0.2632096
12.8600006,0.2624188,12.8600006,0.4988805,12.8600006,0.2904185,,12.8600006,0.1511407,12.8600006,0.4600906,12.8600006,0.172342,,12.8600006,0.4544038,12.8600006,0.2092389,12.8600006,0.2500865
12.8700008,0.2657181,12.8700008,0.498966,12.8700008,0.2788356,,12.8700008,0.1464773,12.8700008,0.4716304,12.8700008,0.1292434,,12.8700008,0.4530007,12.8700008,0.211442,12.8700008,0.2366147
12.8800011,0.2779091,12.8800011,0.4968449,12.8800011,0.2818639,,12.8800011,0.150612,12.8800011,0.4360543,12.8800011,0.1437136,,12.8800011,0.4508867,12.8800011,0.2281637,12.8800011,0.2395838
12.8900003,0.2599917,12.8900003,0.4986171,12.8900003,0.286804,,12.8900003,0.142009,12.8900003,0.4228354,12.8900003,0.1200559,,12.8900003,0.4530635,12.8900003,0.2035062,12.8900003,0.2444946
12.9000006,0.2501059,12.9000006,0.5022027,12.9000006,0.274215,,12.9000006,0.1547582,12.9000006,0.4108596,12.9000006,0.1452158,,12.9000006,0.4568124,12.9000006,0.1972225,12.9000006,0.2310713
12.9100008,0.2300992,12.9100008,0.5057935,12.9100008,0.2734796,,12.9100008,0.1507573,12.9100008,0.4113325,12.9100008,0.1296408,,12.9100008,0.4617683,12.9100008,0.1671248,12.9100008,0.2300769
12.920001,0.2552716,12.920001,0.5081899,12.920001,0.289925,,12.920001,0.1491974,12.920001,0.3972937,12.920001,0.1357643,,12.920001,0.4637206,12.920001,0.2022399,12.920001,0.2504136
12.9300003,0.246519,12.9300003,0.5062368,12.9300003,0.281653,,12.9300003,0.1592793,12.9300003,0.388578,12.9300003,0.1493848,,12.9300003,0.4618065,12.9300003,0.190701,12.9300003,0.2403032
12.9400005,0.2482596,12.9400005,0.5021378,12.9400005,0.2921408,,12.9400005,0.1533411,12.9400005,0.4129929,12.9400005,0.123513,,12.9400005,0.4577501,12.9400005,0.1946153,12.9400005,0.2520499
12.9500008,0.2656712,12.9500008,0.5059351,12.9500008,0.3091832,,12.9500008,0.1431739,12.9500008,0.4239078,12.9500008,0.1554482,,12.9500008,0.4614487,12.9500008,0.214096,12.9500008,0.2736181
12.960001,0.2612687,12.960001,0.5065376,12.960001,0.3046505,,12.960001,0.1646729,12.960001,0.4550046,12.960001,0.1454885,,12.960001,0.4612871,12.960001,0.2130973,12.960001,0.2683861
12.9700003,0.2700001,12.9700003,0.5002679,12.9700003,0.2933011,,12.9700003,0.1588042,12.9700003,0.4672023,12.9700003,0.1364629,,12.9700003,0.4552307,12.9700003,0.2215674,12.9700003,0.2559825
12.9800005,0.2805544,12.9800005,0.4993065,12.9800005,0.30139,,12.9800005,0.159804,12.9800005,0.4523892,12.9800005,0.1164873,,12.9800005,0.4542572,12.9800005,0.2344825,12.9800005,0.2616012
12.9900007,0.2654034,12.9900007,0.4970817,12.9900007,0.3033463,,12.9900007,0.1447096,12.9900007,0.4847328,12.9900007,0.1181214,,12.9900007,0.4527468,12.9900007,0.2169981,12.9900007,0.2644547
13.000001,0.2375793,13.000001,0.5052161,13.000001,0.2932447,,13.000001,0.1440407,13.000001,0.4569792,13.000001,0.1384122,,13.000001,0.460867,13.000001,0.1786425,13.000001,0.2540438
13.0100002,0.2426096,13.0100002,0.5077953,13.0100002,0.2838705,,13.0100002,0.1380296,13.0100002,0.4676045,13.0100002,0.1233121,,13.0100002,0.462999,13.0100002,0.1865421,13.0100002,0.2427139
13.0200005,0.256835,13.0200005,0.4978743,13.0200005,0.2793236,,13.0200005,0.1530762,13.0200005,0.4527529,13.0200005,0.1145182,,13.0200005,0.4530182,13.0200005,0.2038382,13.0200005,0.2350863
13.0300007,0.2651033,13.0300007,0.4998207,13.0300007,0.2734329,,13.0300007,0.1511413,13.0300007,0.4632002,13.0300007,0.1148262,,13.0300007,0.4540968,13.0300007,0.2150011,13.0300007,0.2315927
13.0400009,0.2567821,13.0400009,0.5113859,13.0400009,0.2805087,,13.0400009,0.1617043,13.0400009,0.4740321,13.0400009,0.1028007,,13.0400009,0.4668622,13.0400009,0.2020882,13.0400009,0.2386576
13.0500002,0.251133,13.0500002,0.5046693,13.0500002,0.2740318,,13.0500002,0.1427217,13.0500002,0.467158,13.0500002,0.1126761,,13.0500002,0.4592015,13.0500002,0.1954884,13.0500002,0.229961
13.0600004,0.2609182,13.0600004,0.5123849,13.0600004,0.2684053,,13.0600004,0.1315139,13.0600004,0.478282,13.0600004,0.1010732,,13.0600004,0.4668546,13.0600004,0.2035105,13.0600004,0.2227584
13.0700006,0.2268601,13.0700006,0.5209744,13.0700006,0.2676124,,13.0700006,0.141459,13.0700006,0.465914,13.0700006,0.1257766,,13.0700006,0.4765661,13.0700006,0.1662831,13.0700006,0.2224998
13.0800009,0.2216509,13.0800009,0.5149234,13.0800009,0.2660391,,13.0800009,0.1593587,13.0800009,0.473941,13.0800009,0.1218967,,13.0800009,0.4702382,13.0800009,0.1593007,13.0800009,0.2172452
13.0900002,0.2250094,13.0900002,0.5194146,13.0900002,0.2668128,,13.0900002,0.1527561,13.0900002,0.4785553,13.0900002,0.1456056,,13.0900002,0.4758816,13.0900002,0.168943,13.0900002,0.2202794
13.1000004,0.219497,13.1000004,0.5187083,13.1000004,0.2761202,,13.1000004,0.155656,13.1000004,0.4964063,13.1000004,0.131782,,13.1000004,0.4749507,13.1000004,0.1613565,13.1000004,0.2321113
13.1100006,0.2278324,13.1100006,0.5123418,13.1100006,0.276345,,13.1100006,0.1442593,13.1100006,0.4843442,13.1100006,0.1468204,,13.1100006,0.4692169,13.1100006,0.1732745,13.1100006,0.2307721
13.1200008,0.2378015,13.1200008,0.5117416,13.1200008,0.2814348,,13.1200008,0.1579799,13.1200008,0.4844651,13.1200008,0.1509235,,13.1200008,0.4680064,13.1200008,0.1845308,13.1200008,0.2364297
13.1300011,0.2321615,13.1300011,0.5192726,13.1300011,0.270101,,13.1300011,0.1565526,13.1300011,0.4574875,13.1300011,0.1725056,,13.1300011,0.4752268,13.1300011,0.1790938,13.1300011,0.2247907
13.1400003,0.2411858,13.1400003,0.524013,13.1400003,0.2732432,,13.1400003,0.1508714,13.1400003,0.5041591,13.1400003,0.1363801,,13.1400003,0.480346,13.1400003,0.1925038,13.1400003,0.2313671
13.1500006,0.2398861,13.1500006,0.5283998,13.1500006,0.2791618,,13.1500006,0.1756659,13.1500006,0.4435172,13.1500006,0.1371114,,13.1500006,0.4850763,13.1500006,0.1898036,13.1500006,0.2368083
13.1600008,0.2386041,13.1600008,0.5321835,13.1600008,0.2638029,,13.1600008,0.1562104,13.1600008,0.4391603,13.1600008,0.1094116,,13.1600008,0.4893823,13.1600008,0.1848281,13.1600008,0.2211242
13.170001,0.2466807,13.170001,0.5318961,13.170001,0.2730432,,13.170001,0.1520571,13.170001,0.457915,13.170001,0.1179931,,13.170001,0.4888236,13.170001,0.1973636,13.170001,0.2282022
13.1800003,0.235811,13.1800003,0.5350861,13.1800003,0.2813566,,13.1800003,0.1561803,13.1800003,0.4840576,13.1800003,0.1276261,,13.1800003,0.491895,13.1800003,0.185743,13.1800003,0.237017
13.1900005,0.2309473,13.1900005,0.5384095,13.1900005,0.2807297,,13.1900005,0.1643966,13.1900005,0.4615205,13.1900005,0.1065403,,13.1900005,0.4955554,13.1900005,0.1763193,13.1900005,0.2372431
13.2000008,0.2496028,13.2000008,0.5327981,13.2000008,0.2845061,,13.2000008,0.1576407,13.2000008,0.4787687,13.2000008,0.09604,,13.2000008,0.4895317,13.2000008,0.1957373,13.2000008,0.2404593
13.210001,0.2546698,13.210001,0.5404405,13.210001,0.2864214,,13.210001,0.1573689,13.210001,0.4802422,13.210001,0.1080807,,13.210001,0.4966279,13.210001,0.2023215,13.210001,0.2441893
13.2200003,0.2406492,13.2200003,0.5387235,13.2200003,0.2898979,,13.2200003,0.1620111,13.2200003,0.4877476,13.2200003,0.1026865,,13.2200003,0.4952017,13.2200003,0.1915842,13.2200003,0.2472404
13.2300005,0.2457401,13.2300005,0.5372115,13.2300005,0.2822857,,13.2300005,0.1623571,13.2300005,0.46841,13.2300005,0.1120146,,13.2300005,0.4922226,13.2300005,0.1938024,13.2300005,0.2386397
13.2400007,0.2599073,13.2400007,0.5374744,13.2400007,0.3009122,,13.2400007,0.1590847,13.2400007,0.4770814,13.2400007,0.1216295,,13.2400007,0.4933639,13.2400007,0.2111352,13.2400007,0.261204
13.250001,0.2723429,13.250001,0.5368649,13.250001,0.299298,,13.250001,0.1526232,13.250001,0.4752584,13.250001,0.0936146,,13.250001,0.4920391,13.250001,0.2243941,13.250001,0.2568098
13.2600002,0.2470518,13.2600002,0.5360678,13.2600002,0.3015456,,13.2600002,0.1616397,13.2600002,0.478606,13.2600002,0.0927261,,13.2600002,0.4914189,13.2600002,0.1993589,13.2600002,0.2588189
13.2700005,0.2383312,13.2700005,0.5352985,13.2700005,0.288088,,13.2700005,0.1536101,13.2700005,0.4808576,13.2700005,0.1271313,,13.2700005,0.4911973,13.2700005,0.1929716,13.2700005,0.2439487
13.2800007,0.2262513,13.2800007,0.5406845,13.2800007,0.2843081,,13.2800007,0.1518355,13.2800007,0.4625876,13.2800007,0.1473649,,13.2800007,0.4982235,13.2800007,0.1749467,13.2800007,0.2388869
13.2900009,0.2597772,13.2900009,0.5398282,13.2900009,0.283388,,13.2900009,0.1591178,13.2900009,0.4474908,13.2900009,0.1377343,,13.2900009,0.4964917,13.2900009,0.2107619,13.2900009,0.2383497
13.3000002,0.2417774,13.3000002,0.5516266,13.3000002,0.2958133,,13.3000002,0.153102,13.3000002,0.4336802,13.3000002,0.2176679,,13.3000002,0.5094508,13.3000002,0.1871415,13.3000002,0.254391
13.3100004,0.264089,13.3100004,0.5529644,13.3100004,0.2863898,,13.3100004,0.1577406,13.3100004,0.4511214,13.3100004,0.2184258,,13.3100004,0.5113019,13.3100004,0.2113719,13.3100004,0.244334
13.3200006,0.2704656,13.3200006,0.5482229,13.3200006,0.2976271,,13.3200006,0.1552431,13.3200006,0.4582184,13.3200006,0.2421623,,13.3200006,0.5062246,13.3200006,0.2221567,13.3200006,0.2557783
13.3300009,0.2634412,13.3300009,0.5492994,13.3300009,0.2973458,,13.3300009,0.1580361,13.3300009,0.4606699,13.3300009,0.1846216,,13.3300009,0.5084076,13.3300009,0.2190294,13.3300009,0.25458
13.3400011,0.2545413,13.3400011,0.5548162,13.3400011,0.2905961,,13.3400011,0.1344855,13.3400011,0.4819319,13.3400011,0.2265964,,13.3400011,0.5135797,13.3400011,0.206484,13.3400011,0.2475159
13.3500004,0.2526039,13.3500004,0.5611188,13.3500004,0.2825537,,13.3500004,0.1479579,13.3500004,0.4604047,13.3500004,0.2201121,,13.3500004,0.5194601,13.3500004,0.2028561,13.3500004,0.2393428
13.3600006,0.2494862,13.3600006,0.5476227,13.3600006,0.2854748,,13.3600006,0.1478647,13.3600006,0.4685418,13.3600006,0.1887817,,13.3600006,0.505332,13.3600006,0.2025791,13.3600006,0.242188
13.3700008,0.2246537,13.3700008,0.5481482,13.3700008,0.2863345,,13.3700008,0.1486404,13.3700008,0.4618821,13.3700008,0.2376474,,13.3700008,0.5056459,13.3700008,0.1720998,13.3700008,0.2423502
13.3800011,0.2369534,13.3800011,0.5432963,13.3800011,0.2880441,,13.3800011,0.1472556,13.3800011,0.4624952,13.3800011,0.2331648,,13.3800011,0.5005601,13.3800011,0.183303,13.3800011,0.2451138
13.3900003,0.2245018,13.3900003,0.5310257,13.3900003,0.286315,,13.3900003,0.1584231,13.3900003,0.4665603,13.3900003,0.2247724,,13.3900003,0.4883417,13.3900003,0.1703553,13.3900003,0.2422024
13.4000006,0.2461912,13.4000006,0.5364449,13.4000006,0.2808983,,13.4000006,0.1504634,13.4000006,0.4523582,13.4000006,0.1975498,,13.4000006,0.4940246,13.4000006,0.1928618,13.4000006,0.2388091
13.4100008,0.2439855,13.4100008,0.5423756,13.4100008,0.2836788,,13.4100008,0.154177,13.4100008,0.4663116,13.4100008,0.2686302,,13.4100008,0.4996244,13.4100008,0.1866624,13.4100008,0.241287
13.420001,0.2385178,13.420001,0.545091,13.420001,0.2916873,,13.420001,0.1464753,13.420001,0.4522109,13.420001,0.2246461,,13.420001,0.5026562,13.420001,0.1846734,13.420001,0.2483438
13.4300003,0.2412076,13.4300003,0.5418809,13.4300003,0.2885384,,13.4300003,0.1633021,13.4300003,0.4488937,13.4300003,0.2333337,,13.4300003,0.4986264,13.4300003,0.1905444,13.4300003,0.2450798
13.4400005,0.2280248,13.4400005,0.5418395,13.4400005,0.2954764,,13.4400005,0.1550136,13.4400005,0.4641286,13.4400005,0.2438917,,13.4400005,0.4999106,13.4400005,0.1797959,13.4400005,0.2547325
13.4500008,0.2294748,13.4500008,0.5455939,13.4500008,0.2960413,,13.4500008,0.1558143,13.4500008,0.4731332,13.4500008,0.2468667,,13.4500008,0.5034687,13.4500008,0.1776987,13.4500008,0.2543285
13.460001,0.2484836,13.460001,0.5473712,13.460001,0.2845139,,13.460001,0.1543404,13.460001,0.4524747,13.460001,0.2249178,,13.460001,0.5053629,13.460001,0.2043958,13.460001,0.2424501
13.4700003,0.2585225,13.4700003,0.5537562,13.4700003,0.2867693,,13.4700003,0.1607278,13.4700003,0.4652946,13.4700003,0.2412812,,13.4700003,0.5123507,13.4700003,0.2135785,13.4700003,0.2424795
13.4800005,0.2511366,13.4800005,0.5480353,13.4800005,0.2895077,,13.4800005,0.1561351,13.4800005,0.4656575,13.4800005,0.2159801,,13.4800005,0.5064559,13.4800005,0.2015438,13.4800005,0.2468076
13.4900007,0.2591579,13.4900007,0.5602207,13.4900007,0.2747807,,13.4900007,0.1414085,13.4900007,0.4716557,13.4900007,0.2455902,,13.4900007,0.5186312,13.4900007,0.2120167,13.4900007,0.2272175
13.500001,0.2724486,13.500001,0.5557746,13.500001,0.281799,,13.500001,0.1460449,13.500001,0.4651308,13.500001,0.2666226,,13.500001,0.5141346,13.500001,0.2257954,13.500001,0.237925
13.5100002,0.2638004,13.5100002,0.5551808,13.5100002,0.277658,,13.5100002,0.1559759,13.5100002,0.4649351,13.5100002,0.273395,,13.5100002,0.5150844,13.5100002,0.2137969,13.5100002,0.2333971
13.5200005,0.2541981,13.5200005,0.5476809,13.5200005,0.2707315,,13.5200005,0.1567893,13.5200005,0.4681008,13.5200005,0.2884114,,13.5200005,0.5065202,13.5200005,0.2065566,13.5200005,0.2260141
13.5300007,0.2597954,13.5300007,0.5500301,13.5300007,0.2759084,,13.5300007,0.1590019,13.5300007,0.4658642,13.5300007,0.2667861,,13.5300007,0.5080568,13.5300007,0.2156561,13.5300007,0.2314548
13.5400009,0.2212787,13.5400009,0.5580881,13.5400009,0.2838776,,13.5400009,0.1682141,13.5400009,0.4851527,13.5400009,0.2393111,,13.5400009,0.5165886,13.5400009,0.1669079,13.5400009,0.2384485
13.5500002,0.2226238,13.5500002,0.5588697,13.5500002,0.282389,,13.5500002,0.157841,13.5500002,0.4731767,13.5500002,0.2724837,,13.5500002,0.5176342,13.5500002,0.1746785,13.5500002,0.2369818
13.5600004,0.2321609,13.5600004,0.5496982,13.5600004,0.2843525,,13.5600004,0.1464854,13.5600004,0.4673369,13.5600004,0.2709026,,13.5600004,0.5093584,13.5600004,0.1816363,13.5600004,0.2386961
13.5700006,0.2297635,13.5700006,0.5473061,13.5700006,0.2785416,,13.5700006,0.1621623,13.5700006,0.4625025,13.5700006,0.2687965,,13.5700006,0.5059147,13.5700006,0.1755283,13.5700006,0.2355744
