48601-RMSD-potein-potein-xvgx,48601-RMSD-potein-potein-xvgy1,4860-rmsd-potein-potein.xvg,4860-rmsd-potein-potein-xvgy2,5018-rmsd-potein-potein.xvg,5018-rmsd-potein-xvgy3,,5018-RMSD-lig-ligx,5018-RMSD-lig-ligy1,48601-RMSD-lig-lig.xvg,48601-RMSD-lig-ligy2,4860-rmsd-lig-lig.xvg,4860-rmsd-lig-ligy3,,4860-rmsd-backbond-backbond.xvg,4860-rmsd-backbond-backbond.xvg,48601-rmsd-backbond.xvg,48601-rmsd-backbond.xvg,5018-RMSD-backbond-backbond.xvg,5018-RMSD-backbond-backbond.xvg
4.9700003,0.297539,4.9700003,0.4831882,4.9700003,0.2209282,,4.9700003,0.1552707,4.9700003,0.1862163,4.9700003,0.1987251,,4.9700003,0.4416004,4.9700003,0.252046,4.9700003,0.1786738
4.98,0.3065275,4.98,0.4896704,4.98,0.2182164,,4.98,0.1585359,4.98,0.2086074,4.98,0.1862012,,4.98,0.4480352,4.98,0.2583682,4.98,0.1745884
4.9900002,0.3154412,4.9900002,0.4824919,4.9900002,0.2247087,,4.9900002,0.1584896,4.9900002,0.1895445,4.9900002,0.1846518,,4.9900002,0.4396621,4.9900002,0.2664736,4.9900002,0.1814144
5,0.3250642,5,0.4840082,5,0.2181647,,5,0.1608912,5,0.1837846,5,0.1803754,,5,0.4417157,5,0.277894,5,0.1739739
5.0100002,0.3336791,5.0100002,0.4916567,5.0100002,0.2189373,,5.0100002,0.1559087,5.0100002,0.1965088,5.0100002,0.1708886,,5.0100002,0.4500275,5.0100002,0.287294,5.0100002,0.1758502
5.0200005,0.3149505,5.0200005,0.4983048,5.0200005,0.2142654,,5.0200005,0.1706551,5.0200005,0.2006577,5.0200005,0.1914102,,5.0200005,0.4575478,5.0200005,0.2687306,5.0200005,0.1705267
5.0300002,0.327617,5.0300002,0.4819112,5.0300002,0.218979,,5.0300002,0.1743325,5.0300002,0.2164184,5.0300002,0.1730333,,5.0300002,0.4405713,5.0300002,0.2830204,5.0300002,0.1787988
5.0400004,0.3408223,5.0400004,0.482017,5.0400004,0.2197171,,5.0400004,0.1799015,5.0400004,0.1562848,5.0400004,0.190058,,5.0400004,0.4406587,5.0400004,0.2914117,5.0400004,0.1776965
5.0500002,0.3333844,5.0500002,0.4806287,5.0500002,0.2126021,,5.0500002,0.1632346,5.0500002,0.1700311,5.0500002,0.172198,,5.0500002,0.4388678,5.0500002,0.2852423,5.0500002,0.1704023
5.0600004,0.3341888,5.0600004,0.4807831,5.0600004,0.2175363,,5.0600004,0.1389768,5.0600004,0.1836423,5.0600004,0.2051774,,5.0600004,0.4381901,5.0600004,0.2855324,5.0600004,0.1779196
5.0700002,0.3349904,5.0700002,0.4815224,5.0700002,0.2048836,,5.0700002,0.1593029,5.0700002,0.175559,5.0700002,0.1819384,,5.0700002,0.4390711,5.0700002,0.287064,5.0700002,0.1617982
5.0800004,0.3300718,5.0800004,0.4724179,5.0800004,0.2121327,,5.0800004,0.1581656,5.0800004,0.1978409,5.0800004,0.1892736,,5.0800004,0.4299628,5.0800004,0.2841366,5.0800004,0.1682269
5.0900002,0.337792,5.0900002,0.46824,5.0900002,0.210713,,5.0900002,0.1486834,5.0900002,0.1893808,5.0900002,0.1921911,,5.0900002,0.4263081,5.0900002,0.2903304,5.0900002,0.1678041
5.1000004,0.3532301,5.1000004,0.4701928,5.1000004,0.2257273,,5.1000004,0.1342066,5.1000004,0.1834407,5.1000004,0.1976859,,5.1000004,0.42862,5.1000004,0.3074846,5.1000004,0.1842644
5.1100001,0.3406539,5.1100001,0.4732473,5.1100001,0.2265233,,5.1100001,0.1264592,5.1100001,0.2037587,5.1100001,0.2136052,,5.1100001,0.4319053,5.1100001,0.2929853,5.1100001,0.1839473
5.1200004,0.3322141,5.1200004,0.4706121,5.1200004,0.2241807,,5.1200004,0.1339865,5.1200004,0.1835252,5.1200004,0.1741168,,5.1200004,0.4296431,5.1200004,0.2832015,5.1200004,0.1828267
5.1300001,0.3364696,5.1300001,0.4711409,5.1300001,0.2180719,,5.1300001,0.1643115,5.1300001,0.2164609,5.1300001,0.190847,,5.1300001,0.4293723,5.1300001,0.2844775,5.1300001,0.172041
5.1400003,0.3461508,5.1400003,0.4875769,5.1400003,0.2222899,,5.1400003,0.1584797,5.1400003,0.2026749,5.1400003,0.193305,,5.1400003,0.4463743,5.1400003,0.2995656,5.1400003,0.1777056
5.1500001,0.3238209,5.1500001,0.4728929,5.1500001,0.2262296,,5.1500001,0.1483481,5.1500001,0.2151358,5.1500001,0.189732,,5.1500001,0.4300964,5.1500001,0.275919,5.1500001,0.1863782
5.1600003,0.341416,5.1600003,0.478838,5.1600003,0.2198514,,5.1600003,0.1639894,5.1600003,0.2712516,5.1600003,0.1981936,,5.1600003,0.4360475,5.1600003,0.2951184,5.1600003,0.1777577
5.1700001,0.3340424,5.1700001,0.4694216,5.1700001,0.2213944,,5.1700001,0.1561063,5.1700001,0.2416618,5.1700001,0.1876616,,5.1700001,0.4271407,5.1700001,0.2883487,5.1700001,0.178688
5.1800003,0.3238818,5.1800003,0.4692717,5.1800003,0.2220396,,5.1800003,0.1558889,5.1800003,0.1955129,5.1800003,0.1991952,,5.1800003,0.4277175,5.1800003,0.2744284,5.1800003,0.176301
5.1900001,0.3069035,5.1900001,0.4713081,5.1900001,0.2308588,,5.1900001,0.1612811,5.1900001,0.1802351,5.1900001,0.1871096,,5.1900001,0.4292994,5.1900001,0.2629032,5.1900001,0.1882076
5.2000003,0.3135455,5.2000003,0.4729421,5.2000003,0.229054,,5.2000003,0.1621683,5.2000003,0.225026,5.2000003,0.18693,,5.2000003,0.4318474,5.2000003,0.2655833,5.2000003,0.1870509
5.21,0.3022712,5.21,0.4675522,5.21,0.218377,,5.21,0.1581975,5.21,0.2135151,5.21,0.178273,,5.21,0.425379,5.21,0.254742,5.21,0.1728768
5.2200003,0.3038626,5.2200003,0.4677731,5.2200003,0.2249359,,5.2200003,0.1561869,5.2200003,0.2112341,5.2200003,0.1836986,,5.2200003,0.4264154,5.2200003,0.2570107,5.2200003,0.1818524
5.23,0.3053652,5.23,0.4686138,5.23,0.2276544,,5.23,0.1533308,5.23,0.2379899,5.23,0.1868576,,5.23,0.4272629,5.23,0.2579201,5.23,0.1848106
5.2400002,0.3075678,5.2400002,0.4685963,5.2400002,0.2213595,,5.2400002,0.1547199,5.2400002,0.191355,5.2400002,0.1852375,,5.2400002,0.4268514,5.2400002,0.2622899,5.2400002,0.1753285
5.2500005,0.2940569,5.2500005,0.4757989,5.2500005,0.2263767,,5.2500005,0.1620807,5.2500005,0.2195432,5.2500005,0.1910682,,5.2500005,0.435228,5.2500005,0.2465481,5.2500005,0.1815528
5.2600002,0.3007324,5.2600002,0.4702468,5.2600002,0.2262831,,5.2600002,0.1371832,5.2600002,0.2329829,5.2600002,0.1896188,,5.2600002,0.4286283,5.2600002,0.254068,5.2600002,0.1816738
5.2700005,0.3027809,5.2700005,0.4708975,5.2700005,0.2226796,,5.2700005,0.1567245,5.2700005,0.2365893,5.2700005,0.1906462,,5.2700005,0.4299693,5.2700005,0.2544168,5.2700005,0.1772225
5.2800002,0.3057179,5.2800002,0.4773713,5.2800002,0.225944,,5.2800002,0.1516267,5.2800002,0.2383184,5.2800002,0.1878151,,5.2800002,0.4361468,5.2800002,0.264837,5.2800002,0.1810955
5.2900004,0.3185237,5.2900004,0.474815,5.2900004,0.2178221,,5.2900004,0.1526506,5.2900004,0.2571295,5.2900004,0.1906528,,5.2900004,0.4341134,5.2900004,0.2751943,5.2900004,0.1729004
5.3000002,0.3148544,5.3000002,0.4769856,5.3000002,0.2259673,,5.3000002,0.1598286,5.3000002,0.2371634,5.3000002,0.209916,,5.3000002,0.4361822,5.3000002,0.2702363,5.3000002,0.1802936
5.3100004,0.3062787,5.3100004,0.4803378,5.3100004,0.2195699,,5.3100004,0.1660825,5.3100004,0.247503,5.3100004,0.1917959,,5.3100004,0.4396765,5.3100004,0.2600636,5.3100004,0.1716511
5.3200002,0.3134011,5.3200002,0.480901,5.3200002,0.2255096,,5.3200002,0.1582253,5.3200002,0.2142109,5.3200002,0.1911177,,5.3200002,0.440946,5.3200002,0.2671647,5.3200002,0.1804268
5.3300004,0.3034546,5.3300004,0.4951364,5.3300004,0.2206219,,5.3300004,0.1424082,5.3300004,0.234638,5.3300004,0.1695025,,5.3300004,0.4561081,5.3300004,0.2567898,5.3300004,0.1748978
5.3400002,0.3110632,5.3400002,0.4926265,5.3400002,0.2222493,,5.3400002,0.1579839,5.3400002,0.1913708,5.3400002,0.1950641,,5.3400002,0.4527113,5.3400002,0.2660998,5.3400002,0.1779036
5.3500004,0.2997683,5.3500004,0.4828717,5.3500004,0.2247442,,5.3500004,0.1500055,5.3500004,0.2014743,5.3500004,0.181669,,5.3500004,0.4422931,5.3500004,0.2485667,5.3500004,0.1812492
5.3600001,0.3082259,5.3600001,0.4789889,5.3600001,0.2241343,,5.3600001,0.1536233,5.3600001,0.183631,5.3600001,0.18191,,5.3600001,0.4394835,5.3600001,0.2652006,5.3600001,0.1812499
5.3700004,0.3004636,5.3700004,0.4714041,5.3700004,0.2203415,,5.3700004,0.1501557,5.3700004,0.2546084,5.3700004,0.1730023,,5.3700004,0.4302177,5.3700004,0.2527958,5.3700004,0.1751841
5.3800001,0.2991962,5.3800001,0.4736627,5.3800001,0.2247408,,5.3800001,0.1524949,5.3800001,0.2243663,5.3800001,0.17288,,5.3800001,0.4333693,5.3800001,0.2490371,5.3800001,0.1820963
5.3900003,0.2934812,5.3900003,0.4695562,5.3900003,0.2262736,,5.3900003,0.1530258,5.3900003,0.2377499,5.3900003,0.1751853,,5.3900003,0.4292934,5.3900003,0.2490779,5.3900003,0.1833861
5.4000001,0.3000351,5.4000001,0.4687678,5.4000001,0.2265013,,5.4000001,0.1560609,5.4000001,0.2222406,5.4000001,0.1688115,,5.4000001,0.4284788,5.4000001,0.2546715,5.4000001,0.1839942
5.4100003,0.2911962,5.4100003,0.4671658,5.4100003,0.2235621,,5.4100003,0.158199,5.4100003,0.2179269,5.4100003,0.1820069,,5.4100003,0.4264794,5.4100003,0.2440008,5.4100003,0.1804203
5.4200001,0.2920009,5.4200001,0.4644016,5.4200001,0.2279813,,5.4200001,0.1572073,5.4200001,0.2602307,5.4200001,0.1712734,,5.4200001,0.4222715,5.4200001,0.244977,5.4200001,0.1859129
5.4300003,0.2924946,5.4300003,0.4575713,5.4300003,0.2220502,,5.4300003,0.1635721,5.4300003,0.2083355,5.4300003,0.1824508,,5.4300003,0.4158193,5.4300003,0.2481157,5.4300003,0.1790591
5.4400001,0.2850842,5.4400001,0.4625266,5.4400001,0.2246406,,5.4400001,0.1572224,5.4400001,0.2325127,5.4400001,0.1711379,,5.4400001,0.4214286,5.4400001,0.2410628,5.4400001,0.1799465
5.4500003,0.2675582,5.4500003,0.4584646,5.4500003,0.2400682,,5.4500003,0.1566794,5.4500003,0.2354758,5.4500003,0.167841,,5.4500003,0.4163617,5.4500003,0.218932,5.4500003,0.199397
5.46,0.2837496,5.46,0.4585569,5.46,0.2329059,,5.46,0.1506776,5.46,0.2088207,5.46,0.1718303,,5.46,0.4160253,5.46,0.2386354,5.46,0.1893213
5.4700003,0.2804156,5.4700003,0.4624195,5.4700003,0.2347313,,5.4700003,0.1513941,5.4700003,0.281785,5.4700003,0.1787073,,5.4700003,0.4213245,5.4700003,0.2330503,5.4700003,0.1892131
5.4800005,0.3124619,5.4800005,0.4636503,5.4800005,0.2366951,,5.4800005,0.1582,5.4800005,0.2559884,5.4800005,0.1756545,,5.4800005,0.4222,5.4800005,0.264664,5.4800005,0.1948091
5.4900002,0.303125,5.4900002,0.4713673,5.4900002,0.2390966,,5.4900002,0.1565866,5.4900002,0.2213104,5.4900002,0.1891543,,5.4900002,0.4300829,5.4900002,0.2574182,5.4900002,0.1953663
5.5000005,0.295345,5.5000005,0.4793272,5.5000005,0.23406,,5.5000005,0.1560029,5.5000005,0.2057239,5.5000005,0.1654741,,5.5000005,0.4385416,5.5000005,0.2474512,5.5000005,0.1895077
5.5100002,0.2999259,5.5100002,0.4694284,5.5100002,0.2330346,,5.5100002,0.1636547,5.5100002,0.2309492,5.5100002,0.1847328,,5.5100002,0.4290142,5.5100002,0.2516026,5.5100002,0.1883706
5.5200005,0.3191207,5.5200005,0.4691105,5.5200005,0.2321138,,5.5200005,0.1544558,5.5200005,0.2221918,5.5200005,0.1985549,,5.5200005,0.4285178,5.5200005,0.2705791,5.5200005,0.1883707
5.5300002,0.3072187,5.5300002,0.4687356,5.5300002,0.2231821,,5.5300002,0.1398322,5.5300002,0.2122424,5.5300002,0.1993232,,5.5300002,0.4274986,5.5300002,0.2635516,5.5300002,0.1770489
5.5400004,0.2895732,5.5400004,0.458467,5.5400004,0.2243795,,5.5400004,0.1533726,5.5400004,0.2225636,5.5400004,0.2008092,,5.5400004,0.4170141,5.5400004,0.2440331,5.5400004,0.1785311
5.5500002,0.2856183,5.5500002,0.4594856,5.5500002,0.2355333,,5.5500002,0.160978,5.5500002,0.2045837,5.5500002,0.194252,,5.5500002,0.4179252,5.5500002,0.2446201,5.5500002,0.1922952
5.5600004,0.3019873,5.5600004,0.4560626,5.5600004,0.2327061,,5.5600004,0.1576019,5.5600004,0.2238075,5.5600004,0.1744276,,5.5600004,0.4138478,5.5600004,0.25862,5.5600004,0.1883764
5.5700002,0.2932878,5.5700002,0.4645735,5.5700002,0.2264345,,5.5700002,0.1582701,5.5700002,0.2001705,5.5700002,0.1817821,,5.5700002,0.4228016,5.5700002,0.2419349,5.5700002,0.1801511
5.5800004,0.2786037,5.5800004,0.4636566,5.5800004,0.2207371,,5.5800004,0.1552585,5.5800004,0.2362238,5.5800004,0.2008443,,5.5800004,0.4212684,5.5800004,0.2314973,5.5800004,0.1700184
5.5900002,0.2857252,5.5900002,0.4615929,5.5900002,0.2209331,,5.5900002,0.1553544,5.5900002,0.2127506,5.5900002,0.1320649,,5.5900002,0.4187129,5.5900002,0.241761,5.5900002,0.1774726
5.6000004,0.2883815,5.6000004,0.4668686,5.6000004,0.2265889,,5.6000004,0.1489685,5.6000004,0.2049841,5.6000004,0.1373891,,5.6000004,0.4246424,5.6000004,0.2413894,5.6000004,0.1815422
5.6100001,0.2867703,5.6100001,0.4727189,5.6100001,0.2368039,,5.6100001,0.1408603,5.6100001,0.2185707,5.6100001,0.1438382,,5.6100001,0.4311022,5.6100001,0.2373737,5.6100001,0.1945781
5.6200004,0.3204121,5.6200004,0.4748213,5.6200004,0.2295719,,5.6200004,0.135878,5.6200004,0.1902997,5.6200004,0.1912892,,5.6200004,0.4329231,5.6200004,0.2744394,5.6200004,0.1881296
5.6300001,0.3071149,5.6300001,0.4551953,5.6300001,0.2353374,,5.6300001,0.1568873,5.6300001,0.2133385,5.6300001,0.1625115,,5.6300001,0.4131403,5.6300001,0.2592939,5.6300001,0.1949232
5.6400003,0.2994342,5.6400003,0.440743,5.6400003,0.2175046,,5.6400003,0.1675499,5.6400003,0.2020239,5.6400003,0.1645854,,5.6400003,0.3968324,5.6400003,0.2508827,5.6400003,0.1754959
5.6500001,0.287592,5.6500001,0.4443447,5.6500001,0.220912,,5.6500001,0.1519412,5.6500001,0.2159106,5.6500001,0.1832438,,5.6500001,0.4001147,5.6500001,0.2391063,5.6500001,0.1751679
5.6600003,0.2858946,5.6600003,0.459196,5.6600003,0.2199186,,5.6600003,0.1557757,5.6600003,0.2041127,5.6600003,0.171248,,5.6600003,0.4166593,5.6600003,0.241868,5.6600003,0.1756842
5.6700001,0.2632247,5.6700001,0.4509571,5.6700001,0.217921,,5.6700001,0.1508337,5.6700001,0.245816,5.6700001,0.174273,,5.6700001,0.4075758,5.6700001,0.2183737,5.6700001,0.171148
5.6800003,0.265205,5.6800003,0.4531145,5.6800003,0.220368,,5.6800003,0.1463958,5.6800003,0.212236,5.6800003,0.1605311,,5.6800003,0.4098863,5.6800003,0.2142215,5.6800003,0.1749087
5.6900001,0.2697324,5.6900001,0.4500599,5.6900001,0.2277853,,5.6900001,0.1356673,5.6900001,0.2140785,5.6900001,0.1573632,,5.6900001,0.4074183,5.6900001,0.2218497,5.6900001,0.186335
5.7000003,0.2773246,5.7000003,0.4508733,5.7000003,0.2277423,,5.7000003,0.1424001,5.7000003,0.2252379,5.7000003,0.1460068,,5.7000003,0.4081715,5.7000003,0.2301206,5.7000003,0.182778
5.71,0.2671102,5.71,0.4541824,5.71,0.2348923,,5.71,0.1602564,5.71,0.2130211,5.71,0.1727522,,5.71,0.411862,5.71,0.2186772,5.71,0.1929459
5.7200003,0.2841236,5.7200003,0.4540131,5.7200003,0.2309598,,5.7200003,0.1597961,5.7200003,0.1927814,5.7200003,0.1658751,,5.7200003,0.4116898,5.7200003,0.2355659,5.7200003,0.1873896
5.7300005,0.2955066,5.7300005,0.4471212,5.7300005,0.2298174,,5.7300005,0.1529583,5.7300005,0.2283701,5.7300005,0.159247,,5.7300005,0.4049065,5.7300005,0.2498197,5.7300005,0.1863786
5.7400002,0.3033964,5.7400002,0.4516183,5.7400002,0.2239922,,5.7400002,0.155391,5.7400002,0.2684396,5.7400002,0.1382486,,5.7400002,0.4082029,5.7400002,0.2586533,5.7400002,0.1786809
5.7500005,0.2762489,5.7500005,0.4533053,5.7500005,0.227716,,5.7500005,0.1477804,5.7500005,0.2151395,5.7500005,0.1474712,,5.7500005,0.4087245,5.7500005,0.2282508,5.7500005,0.1839712
5.7600002,0.2817515,5.7600002,0.4552042,5.7600002,0.221735,,5.7600002,0.1513806,5.7600002,0.2219304,5.7600002,0.1633653,,5.7600002,0.4110054,5.7600002,0.2351386,5.7600002,0.1757403
5.7700005,0.292314,5.7700005,0.4522496,5.7700005,0.2232874,,5.7700005,0.1553233,5.7700005,0.2318744,5.7700005,0.1404254,,5.7700005,0.4092971,5.7700005,0.2451167,5.7700005,0.1776163
5.7800002,0.282762,5.7800002,0.4519483,5.7800002,0.2123996,,5.7800002,0.150149,5.7800002,0.1892109,5.7800002,0.161801,,5.7800002,0.4088446,5.7800002,0.2409227,5.7800002,0.1635879
5.7900004,0.2676524,5.7900004,0.4583661,5.7900004,0.2100715,,5.7900004,0.1652259,5.7900004,0.2209664,5.7900004,0.174127,,5.7900004,0.4155433,5.7900004,0.2178652,5.7900004,0.1617102
5.8000002,0.29063,5.8000002,0.4701693,5.8000002,0.2095764,,5.8000002,0.1465195,5.8000002,0.2192517,5.8000002,0.1725642,,5.8000002,0.42789,5.8000002,0.2444691,5.8000002,0.1629872
5.8100004,0.2950825,5.8100004,0.4679528,5.8100004,0.2191427,,5.8100004,0.1648489,5.8100004,0.215367,5.8100004,0.153167,,5.8100004,0.4249806,5.8100004,0.2467342,5.8100004,0.17574
5.8200002,0.2871447,5.8200002,0.4724014,5.8200002,0.2338127,,5.8200002,0.1628544,5.8200002,0.2111119,5.8200002,0.1570437,,5.8200002,0.4298274,5.8200002,0.2373055,5.8200002,0.1909793
5.8300004,0.2879163,5.8300004,0.4767894,5.8300004,0.2378907,,5.8300004,0.1496813,5.8300004,0.2122093,5.8300004,0.1869831,,5.8300004,0.4344915,5.8300004,0.2379,5.8300004,0.1966441
5.8400002,0.3031456,5.8400002,0.4888516,5.8400002,0.2335577,,5.8400002,0.1571871,5.8400002,0.1984429,5.8400002,0.1782476,,5.8400002,0.4477826,5.8400002,0.2526787,5.8400002,0.1882343
5.8500004,0.3014953,5.8500004,0.4830434,5.8500004,0.2334665,,5.8500004,0.1476152,5.8500004,0.189765,5.8500004,0.1773004,,5.8500004,0.441435,5.8500004,0.2546757,5.8500004,0.189149
5.8600001,0.2764937,5.8600001,0.4876831,5.8600001,0.2397142,,5.8600001,0.1662699,5.8600001,0.2042806,5.8600001,0.1607885,,5.8600001,0.4452658,5.8600001,0.2281867,5.8600001,0.199053
5.8700004,0.2736612,5.8700004,0.4958006,5.8700004,0.2409395,,5.8700004,0.1579755,5.8700004,0.2054409,5.8700004,0.160457,,5.8700004,0.4544513,5.8700004,0.2274482,5.8700004,0.2009435
5.8800001,0.2822241,5.8800001,0.5034223,5.8800001,0.2290619,,5.8800001,0.1603247,5.8800001,0.2019763,5.8800001,0.1435987,,5.8800001,0.462836,5.8800001,0.2357367,5.8800001,0.1849899
5.8900003,0.2908243,5.8900003,0.4982462,5.8900003,0.2207468,,5.8900003,0.1560947,5.8900003,0.1994427,5.8900003,0.143679,,5.8900003,0.4564561,5.8900003,0.2434887,5.8900003,0.1755036
5.9000001,0.2934907,5.9000001,0.4979331,5.9000001,0.2203058,,5.9000001,0.1566927,5.9000001,0.2376857,5.9000001,0.1589579,,5.9000001,0.4555858,5.9000001,0.2464424,5.9000001,0.173641
5.9100003,0.3144316,5.9100003,0.4920757,5.9100003,0.2192121,,5.9100003,0.1691536,5.9100003,0.2120781,5.9100003,0.1384362,,5.9100003,0.4501643,5.9100003,0.2725524,5.9100003,0.1719448
5.9200001,0.2787561,5.9200001,0.4933706,5.9200001,0.2230048,,5.9200001,0.1542695,5.9200001,0.2096108,5.9200001,0.1372444,,5.9200001,0.4509454,5.9200001,0.2368067,5.9200001,0.1746456
5.9300003,0.2780582,5.9300003,0.4870988,5.9300003,0.2227074,,5.9300003,0.1548658,5.9300003,0.2244837,5.9300003,0.1391181,,5.9300003,0.4448101,5.9300003,0.2371242,5.9300003,0.173101
5.9400001,0.2571287,5.9400001,0.4864915,5.9400001,0.2215013,,5.9400001,0.158741,5.9400001,0.235955,5.9400001,0.1240096,,5.9400001,0.4439804,5.9400001,0.2124609,5.9400001,0.1748949
5.9500003,0.2623802,5.9500003,0.4906456,5.9500003,0.2150847,,5.9500003,0.1610469,5.9500003,0.3084324,5.9500003,0.1363463,,5.9500003,0.4488483,5.9500003,0.2152224,5.9500003,0.1647149
5.9600005,0.2454451,5.9600005,0.4925371,5.9600005,0.2258162,,5.9600005,0.1573646,5.9600005,0.2796152,5.9600005,0.1358267,,5.9600005,0.4505991,5.9600005,0.1961824,5.9600005,0.1802361
5.9700003,0.2388201,5.9700003,0.4938597,5.9700003,0.2200493,,5.9700003,0.1631598,5.9700003,0.3176945,5.9700003,0.1509481,,5.9700003,0.4530557,5.9700003,0.1844579,5.9700003,0.1700037
5.9800005,0.2530171,5.9800005,0.5002432,5.9800005,0.2222127,,5.9800005,0.1634161,5.9800005,0.3121277,5.9800005,0.1431284,,5.9800005,0.4588389,5.9800005,0.2020736,5.9800005,0.1757089
5.9900002,0.2494211,5.9900002,0.4925927,5.9900002,0.2174902,,5.9900002,0.1679874,5.9900002,0.2632874,5.9900002,0.1708056,,5.9900002,0.4508414,5.9900002,0.1970826,5.9900002,0.1692451
6.0000005,0.2619763,6.0000005,0.4969713,6.0000005,0.216328,,6.0000005,0.1700778,6.0000005,0.2187632,6.0000005,0.1803772,,6.0000005,0.4553247,6.0000005,0.2169719,6.0000005,0.167601
6.0100002,0.2602006,6.0100002,0.5058403,6.0100002,0.2398664,,6.0100002,0.1765502,6.0100002,0.1994614,6.0100002,0.1752712,,6.0100002,0.4648921,6.0100002,0.2098954,6.0100002,0.1991639
6.0200005,0.2704776,6.0200005,0.5129625,6.0200005,0.2290176,,6.0200005,0.1632578,6.0200005,0.207478,6.0200005,0.1776121,,6.0200005,0.4719206,6.0200005,0.2185005,6.0200005,0.1832888
6.0300002,0.2720086,6.0300002,0.5072301,6.0300002,0.230624,,6.0300002,0.155823,6.0300002,0.1977293,6.0300002,0.1986635,,6.0300002,0.4664004,6.0300002,0.2253245,6.0300002,0.1908219
6.0400004,0.2759892,6.0400004,0.4966052,6.0400004,0.2286524,,6.0400004,0.1728782,6.0400004,0.1966696,6.0400004,0.1944413,,6.0400004,0.4561555,6.0400004,0.2286568,6.0400004,0.1887634
6.0500002,0.280075,6.0500002,0.5040972,6.0500002,0.2258951,,6.0500002,0.1581123,6.0500002,0.1949041,6.0500002,0.2123453,,6.0500002,0.464343,6.0500002,0.2342042,6.0500002,0.1818511
6.0600004,0.2961486,6.0600004,0.5157582,6.0600004,0.2276386,,6.0600004,0.159796,6.0600004,0.1928574,6.0600004,0.2065628,,6.0600004,0.476084,6.0600004,0.2490943,6.0600004,0.1853685
6.0700002,0.2886253,6.0700002,0.5000235,6.0700002,0.2263416,,6.0700002,0.1626312,6.0700002,0.1810483,6.0700002,0.1977099,,6.0700002,0.4598683,6.0700002,0.2404724,6.0700002,0.182172
6.0800004,0.2640465,6.0800004,0.5096868,6.0800004,0.2248853,,6.0800004,0.1713711,6.0800004,0.1875986,6.0800004,0.204573,,6.0800004,0.4696854,6.0800004,0.2125749,6.0800004,0.1787725
6.0900002,0.2823075,6.0900002,0.4942792,6.0900002,0.2241006,,6.0900002,0.157469,6.0900002,0.1759845,6.0900002,0.2083707,,6.0900002,0.4537905,6.0900002,0.2334849,6.0900002,0.1768271
6.1000004,0.2863501,6.1000004,0.485904,6.1000004,0.2294243,,6.1000004,0.1592281,6.1000004,0.1523142,6.1000004,0.2233504,,6.1000004,0.4456576,6.1000004,0.2431169,6.1000004,0.1819925
6.1100001,0.296017,6.1100001,0.4852496,6.1100001,0.2119198,,6.1100001,0.1519874,6.1100001,0.1910511,6.1100001,0.2101232,,6.1100001,0.444528,6.1100001,0.2499072,6.1100001,0.162377
6.1200004,0.2894159,6.1200004,0.4996716,6.1200004,0.2187092,,6.1200004,0.1598234,6.1200004,0.2128745,6.1200004,0.2239856,,6.1200004,0.4602528,6.1200004,0.2403467,6.1200004,0.1735063
6.1300001,0.2899882,6.1300001,0.5035299,6.1300001,0.2179977,,6.1300001,0.1591533,6.1300001,0.1944629,6.1300001,0.2220828,,6.1300001,0.4636165,6.1300001,0.2430647,6.1300001,0.1713467
6.1400003,0.2683879,6.1400003,0.5084974,6.1400003,0.2194822,,6.1400003,0.1641738,6.1400003,0.1508261,6.1400003,0.2338079,,6.1400003,0.4688272,6.1400003,0.2192796,6.1400003,0.1709283
6.1500001,0.258593,6.1500001,0.5013489,6.1500001,0.2285513,,6.1500001,0.1575729,6.1500001,0.1586227,6.1500001,0.2064206,,6.1500001,0.4613721,6.1500001,0.2056157,6.1500001,0.181527
6.1600003,0.2490292,6.1600003,0.5076496,6.1600003,0.2411706,,6.1600003,0.1511834,6.1600003,0.1760742,6.1600003,0.211486,,6.1600003,0.4679927,6.1600003,0.1962707,6.1600003,0.2029678
6.1700001,0.264333,6.1700001,0.5128657,6.1700001,0.2323338,,6.1700001,0.1614604,6.1700001,0.2060529,6.1700001,0.2212614,,6.1700001,0.4736292,6.1700001,0.2085885,6.1700001,0.1886145
6.1800003,0.259612,6.1800003,0.5144972,6.1800003,0.2346487,,6.1800003,0.161572,6.1800003,0.178962,6.1800003,0.2353294,,6.1800003,0.4757075,6.1800003,0.2071551,6.1800003,0.1929306
6.1900001,0.2751728,6.1900001,0.5049344,6.1900001,0.2447811,,6.1900001,0.1567677,6.1900001,0.1881468,6.1900001,0.1636449,,6.1900001,0.4648069,6.1900001,0.2265725,6.1900001,0.2064176
6.2000003,0.2857737,6.2000003,0.5144787,6.2000003,0.23802,,6.2000003,0.1688388,6.2000003,0.2078821,6.2000003,0.1832778,,6.2000003,0.4755079,6.2000003,0.2378778,6.2000003,0.1984582
6.2100005,0.2993344,6.2100005,0.5172929,6.2100005,0.239759,,6.2100005,0.1685791,6.2100005,0.2075064,6.2100005,0.2027928,,6.2100005,0.4784312,6.2100005,0.2549765,6.2100005,0.1984782
