RMSD-md50ns-complex-00696-protein.xvg,RMSD-md50ns-complex-00696-protein.xvg,RMSD-md50ns-complex-00320-protein.xvg,RMSD-md50ns-complex-00320-protein.xvg,RMSD-md50ns-complex-04868-protein.xvg,RMSD-md50ns-complex-04868-protein.xvg
3.9800003,0.3014258,3.9800003,0.3205989,3.9800003,0.2863182
3.9900002,0.3187541,3.9900002,0.3338128,3.9900002,0.2693614
4,0.3225668,4,0.3464134,4,0.2617975
4.0100002,0.3277549,4.0100002,0.3541954,4.0100002,0.2874182
4.02,0.3528955,4.02,0.3772293,4.02,0.3052122
4.0300002,0.3063762,4.0300002,0.3753488,4.0300002,0.2848738
4.04,0.3091211,4.04,0.3828692,4.04,0.2788459
4.0500002,0.3160669,4.0500002,0.392222,4.0500002,0.2614128
4.0600004,0.3041044,4.0600004,0.3763238,4.0600004,0.2422503
4.0700002,0.2922118,4.0700002,0.3778428,4.0700002,0.2484155
4.0800004,0.2750545,4.0800004,0.4059135,4.0800004,0.2600408
4.0900002,0.2744572,4.0900002,0.4035341,4.0900002,0.2400598
4.1000004,0.2907754,4.1000004,0.3987443,4.1000004,0.2482088
4.1100001,0.3006105,4.1100001,0.4046747,4.1100001,0.2423673
4.1200004,0.2853837,4.1200004,0.3922544,4.1200004,0.2755191
4.1300001,0.2970562,4.1300001,0.3772663,4.1300001,0.2645139
4.1400003,0.3052384,4.1400003,0.3740376,4.1400003,0.2681138
4.1500001,0.3101188,4.1500001,0.382607,4.1500001,0.2818688
4.1600003,0.3206605,4.1600003,0.3849189,4.1600003,0.2790846
4.1700001,0.3267495,4.1700001,0.3817653,4.1700001,0.2780461
4.1800003,0.3189684,4.1800003,0.3795514,4.1800003,0.2705594
4.1900001,0.3117752,4.1900001,0.409064,4.1900001,0.2704815
4.2000003,0.2935403,4.2000003,0.3997281,4.2000003,0.2552193
4.21,0.2814011,4.21,0.4200746,4.21,0.2599057
4.2200003,0.2790441,4.2200003,0.3697356,4.2200003,0.2641952
4.23,0.2809121,4.23,0.3768729,4.23,0.2594505
4.2400002,0.2740907,4.2400002,0.3772954,4.2400002,0.2370942
4.25,0.2699138,4.25,0.3725723,4.25,0.2557094
4.2600002,0.2743983,4.2600002,0.369303,4.2600002,0.2685821
4.27,0.2728065,4.27,0.3656982,4.27,0.2722895
4.2800002,0.2658064,4.2800002,0.3472973,4.2800002,0.2592948
4.2900004,0.2821566,4.2900004,0.3569206,4.2900004,0.2685864
4.3000002,0.2936142,4.3000002,0.3684948,4.3000002,0.2578857
4.3100004,0.2888547,4.3100004,0.3816173,4.3100004,0.2565229
4.3200002,0.2831467,4.3200002,0.3709496,4.3200002,0.2601885
4.3300004,0.2900217,4.3300004,0.3871908,4.3300004,0.2727456
4.3400002,0.2802922,4.3400002,0.3934125,4.3400002,0.2980928
4.3500004,0.2725528,4.3500004,0.3927508,4.3500004,0.2775618
4.3600001,0.2614808,4.3600001,0.3905205,4.3600001,0.263004
4.3700004,0.2728839,4.3700004,0.4042148,4.3700004,0.2711076
4.3800001,0.2869527,4.3800001,0.3956235,4.3800001,0.2615079
4.3900003,0.2798156,4.3900003,0.3749202,4.3900003,0.2725182
4.4000001,0.2767724,4.4000001,0.382061,4.4000001,0.2658752
4.4100003,0.2670638,4.4100003,0.3888407,4.4100003,0.2535385
4.4200001,0.2797443,4.4200001,0.3840625,4.4200001,0.2431716
4.4300003,0.280473,4.4300003,0.39358,4.4300003,0.2571784
4.4400001,0.282761,4.4400001,0.3880799,4.4400001,0.2599573
4.4500003,0.2735159,4.4500003,0.4001383,4.4500003,0.270753
4.46,0.2678935,4.46,0.4037915,4.46,0.2393304
4.4700003,0.268273,4.4700003,0.4090077,4.4700003,0.2415258
4.48,0.2513799,4.48,0.3929672,4.48,0.2325499
4.4900002,0.26249,4.4900002,0.3782544,4.4900002,0.2326158
4.5,0.2520836,4.5,0.4039561,4.5,0.2259616
4.5100002,0.2572593,4.5100002,0.3907024,4.5100002,0.2221717
4.52,0.265901,4.52,0.4095158,4.52,0.2310579
4.5300002,0.2651942,4.5300002,0.3860622,4.5300002,0.2310692
4.5400004,0.2560701,4.5400004,0.4007881,4.5400004,0.2439095
4.5500002,0.2616405,4.5500002,0.3886706,4.5500002,0.2416785
4.5600004,0.2755689,4.5600004,0.3761851,4.5600004,0.2298319
4.5700002,0.2693547,4.5700002,0.3723368,4.5700002,0.2304826
4.5800004,0.2692528,4.5800004,0.3642354,4.5800004,0.246599
4.5900002,0.2813057,4.5900002,0.3657618,4.5900002,0.228957
4.6000004,0.2882307,4.6000004,0.3802517,4.6000004,0.2289214
4.6100001,0.2889857,4.6100001,0.369347,4.6100001,0.2352879
4.6200004,0.3074197,4.6200004,0.3866643,4.6200004,0.2439313
4.6300001,0.295229,4.6300001,0.3790831,4.6300001,0.2526194
4.6400003,0.3019851,4.6400003,0.3672362,4.6400003,0.2520526
4.6500001,0.2959026,4.6500001,0.391472,4.6500001,0.2562241
4.6600003,0.2992349,4.6600003,0.3845627,4.6600003,0.2343753
4.6700001,0.2921408,4.6700001,0.3988391,4.6700001,0.2580292
4.6800003,0.2927845,4.6800003,0.4224198,4.6800003,0.2496186
4.6900001,0.307654,4.6900001,0.3995462,4.6900001,0.2648278
4.7000003,0.3048674,4.7000003,0.4123696,4.7000003,0.2690224
4.71,0.2943159,4.71,0.4121276,4.71,0.2669483
4.7200003,0.2895958,4.7200003,0.4231802,4.7200003,0.2666161
4.73,0.2842063,4.73,0.4590336,4.73,0.2750406
4.7400002,0.2909812,4.7400002,0.4473872,4.7400002,0.2728311
4.75,0.2948052,4.75,0.4388803,4.75,0.2799411
4.7600002,0.2805576,4.7600002,0.4079105,4.7600002,0.2789131
4.7700005,0.2705235,4.7700005,0.3874204,4.7700005,0.2655672
4.7800002,0.2748158,4.7800002,0.4080506,4.7800002,0.2687216
4.7900004,0.2780897,4.7900004,0.4203324,4.7900004,0.2637844
4.8000002,0.2852458,4.8000002,0.395002,4.8000002,0.2635483
4.8100004,0.297303,4.8100004,0.4074205,4.8100004,0.256318
4.8200002,0.280466,4.8200002,0.4189322,4.8200002,0.25303
4.8300004,0.2692994,4.8300004,0.4470032,4.8300004,0.2507009
4.8400002,0.2683047,4.8400002,0.4301406,4.8400002,0.2630095
4.8500004,0.2608999,4.8500004,0.426863,4.8500004,0.2623591
4.8600001,0.2615093,4.8600001,0.420019,4.8600001,0.2767023
4.8700004,0.2735239,4.8700004,0.4085992,4.8700004,0.2608058
4.8800001,0.2807996,4.8800001,0.4100519,4.8800001,0.280689
4.8900003,0.2855776,4.8900003,0.4086489,4.8900003,0.278962
4.9000001,0.2776683,4.9000001,0.4071536,4.9000001,0.2814627
4.9100003,0.2736493,4.9100003,0.4040418,4.9100003,0.25336
4.9200001,0.2829021,4.9200001,0.3899298,4.9200001,0.2504565
4.9300003,0.2748327,4.9300003,0.4007976,4.9300003,0.2540511
4.9400001,0.2858084,4.9400001,0.3856036,4.9400001,0.2593844
4.9500003,0.2739619,4.9500003,0.4182714,4.9500003,0.2767311
4.96,0.2813882,4.96,0.4447868,4.96,0.2706373
4.9700003,0.2771518,4.9700003,0.4219444,4.9700003,0.2888216
4.98,0.2926455,4.98,0.41855,4.98,0.2938857
4.9900002,0.2867188,4.9900002,0.4153753,4.9900002,0.2884133
5,0.2908072,5,0.4341376,5,0.3089358
5.0100002,0.2977339,5.0100002,0.442531,5.0100002,0.2768539
5.0200005,0.2872415,5.0200005,0.4614384,5.0200005,0.280884
5.0300002,0.2906705,5.0300002,0.4574454,5.0300002,0.2898595
5.0400004,0.2760991,5.0400004,0.427079,5.0400004,0.2811534
5.0500002,0.2743875,5.0500002,0.4252122,5.0500002,0.2909106
5.0600004,0.2713335,5.0600004,0.4255704,5.0600004,0.2886233
5.0700002,0.2812683,5.0700002,0.4141136,5.0700002,0.2705588
5.0800004,0.2766723,5.0800004,0.411923,5.0800004,0.2477461
5.0900002,0.2653145,5.0900002,0.4168167,5.0900002,0.2572992
5.1000004,0.2833197,5.1000004,0.4133234,5.1000004,0.2611429
5.1100001,0.2831157,5.1100001,0.4085391,5.1100001,0.2553706
5.1200004,0.2802356,5.1200004,0.4192467,5.1200004,0.2595344
5.1300001,0.286985,5.1300001,0.4268734,5.1300001,0.2678525
5.1400003,0.2891016,5.1400003,0.4280688,5.1400003,0.2590634
5.1500001,0.2960994,5.1500001,0.429906,5.1500001,0.2682239
5.1600003,0.2854702,5.1600003,0.4319379,5.1600003,0.2531679
5.1700001,0.2978867,5.1700001,0.4307038,5.1700001,0.2602326
5.1800003,0.3049648,5.1800003,0.4488251,5.1800003,0.2552186
5.1900001,0.2906775,5.1900001,0.4703065,5.1900001,0.265384
5.2000003,0.2903254,5.2000003,0.441367,5.2000003,0.2664317
5.21,0.2831443,5.21,0.4346379,5.21,0.2564239
5.2200003,0.2853967,5.2200003,0.4154288,5.2200003,0.2507615
5.23,0.2932087,5.23,0.4319681,5.23,0.237799
5.2400002,0.2779176,5.2400002,0.4469706,5.2400002,0.2360913
5.2500005,0.2781379,5.2500005,0.4388045,5.2500005,0.2354336
5.2600002,0.2927218,5.2600002,0.3980624,5.2600002,0.2450441
5.2700005,0.2894009,5.2700005,0.4014502,5.2700005,0.2496872
5.2800002,0.2851892,5.2800002,0.4250521,5.2800002,0.2500991
5.2900004,0.2922809,5.2900004,0.4193596,5.2900004,0.2599067
5.3000002,0.3175682,5.3000002,0.4219527,5.3000002,0.254207
5.3100004,0.3476279,5.3100004,0.4001169,5.3100004,0.2764486
5.3200002,0.3224111,5.3200002,0.3970734,5.3200002,0.2497088
5.3300004,0.3343986,5.3300004,0.4095146,5.3300004,0.2528561
5.3400002,0.3402671,5.3400002,0.4070891,5.3400002,0.2552673
5.3500004,0.3284482,5.3500004,0.3803393,5.3500004,0.2649655
5.3600001,0.3173879,5.3600001,0.3895148,5.3600001,0.2640298
5.3700004,0.2889966,5.3700004,0.3902013,5.3700004,0.2556469
5.3800001,0.2690191,5.3800001,0.3778008,5.3800001,0.2655629
5.3900003,0.26534,5.3900003,0.3632529,5.3900003,0.2952994
5.4000001,0.256945,5.4000001,0.3738332,5.4000001,0.2834154
5.4100003,0.2663716,5.4100003,0.3621559,5.4100003,0.2952992
5.4200001,0.2582986,5.4200001,0.3734193,5.4200001,0.2919487
5.4300003,0.2549698,5.4300003,0.3626481,5.4300003,0.2994509
5.4400001,0.2593075,5.4400001,0.3893352,5.4400001,0.2892489
5.4500003,0.2721253,5.4500003,0.3886291,5.4500003,0.2919084
5.46,0.2650388,5.46,0.3766333,5.46,0.2768846
5.4700003,0.2610655,5.4700003,0.3797987,5.4700003,0.2811713
5.4800005,0.2486312,5.4800005,0.3753909,5.4800005,0.2945564
5.4900002,0.2620516,5.4900002,0.3856718,5.4900002,0.310703
5.5000005,0.2695718,5.5000005,0.402774,5.5000005,0.3199762
5.5100002,0.2741182,5.5100002,0.3997379,5.5100002,0.3281406
5.5200005,0.2778804,5.5200005,0.395395,5.5200005,0.2948329
5.5300002,0.2730993,5.5300002,0.4000448,5.5300002,0.2863743
5.5400004,0.2641601,5.5400004,0.419215,5.5400004,0.2813551
5.5500002,0.264755,5.5500002,0.4129215,5.5500002,0.2867299
5.5600004,0.2864053,5.5600004,0.4136587,5.5600004,0.2863739
5.5700002,0.2825249,5.5700002,0.3866718,5.5700002,0.2989659
5.5800004,0.2955577,5.5800004,0.4052197,5.5800004,0.3258968
5.5900002,0.2943094,5.5900002,0.4182085,5.5900002,0.3101385
5.6000004,0.3081098,5.6000004,0.418619,5.6000004,0.3145061
5.6100001,0.29741,5.6100001,0.4280972,5.6100001,0.3223262
5.6200004,0.2881905,5.6200004,0.4495082,5.6200004,0.3031178
5.6300001,0.2901666,5.6300001,0.4574041,5.6300001,0.3091577
5.6400003,0.3042978,5.6400003,0.4453925,5.6400003,0.3064154
5.6500001,0.3184363,5.6500001,0.4307155,5.6500001,0.3235869
5.6600003,0.3107855,5.6600003,0.4213062,5.6600003,0.3033563
5.6700001,0.3166934,5.6700001,0.4511265,5.6700001,0.3027326
5.6800003,0.3164298,5.6800003,0.4381702,5.6800003,0.3005668
5.6900001,0.3010751,5.6900001,0.4320238,5.6900001,0.3238664
5.7000003,0.2936094,5.7000003,0.4381459,5.7000003,0.338888
5.71,0.2825312,5.71,0.459922,5.71,0.318299
5.7200003,0.2949733,5.7200003,0.4453822,5.7200003,0.2988257
5.7300005,0.3124341,5.7300005,0.4291046,5.7300005,0.3018839
5.7400002,0.298746,5.7400002,0.438151,5.7400002,0.2854125
5.7500005,0.3042357,5.7500005,0.3888633,5.7500005,0.2900362
5.7600002,0.3044704,5.7600002,0.3886225,5.7600002,0.2997599
5.7700005,0.3064317,5.7700005,0.4002583,5.7700005,0.2985514
5.7800002,0.3003158,5.7800002,0.413848,5.7800002,0.2920784
5.7900004,0.311721,5.7900004,0.3978988,5.7900004,0.2883025
5.8000002,0.3158975,5.8000002,0.4133317,5.8000002,0.299651
5.8100004,0.3067428,5.8100004,0.4169475,5.8100004,0.3107729
5.8200002,0.3060081,5.8200002,0.4113741,5.8200002,0.312134
5.8300004,0.3118979,5.8300004,0.415175,5.8300004,0.3244518
5.8400002,0.305413,5.8400002,0.4194629,5.8400002,0.3154701
5.8500004,0.3099532,5.8500004,0.4477639,5.8500004,0.2947116
5.8600001,0.3003986,5.8600001,0.4488976,5.8600001,0.2988324
5.8700004,0.2839024,5.8700004,0.4274591,5.8700004,0.3482691
5.8800001,0.2790266,5.8800001,0.4286461,5.8800001,0.3301509
5.8900003,0.2867527,5.8900003,0.4150704,5.8900003,0.2962658
5.9000001,0.2857767,5.9000001,0.4062779,5.9000001,0.3057137
5.9100003,0.2860223,5.9100003,0.4156815,5.9100003,0.3063227
5.9200001,0.2868636,5.9200001,0.3977278,5.9200001,0.2987659
5.9300003,0.2934749,5.9300003,0.4156714,5.9300003,0.3054366
5.9400001,0.2922372,5.9400001,0.4115618,5.9400001,0.3086701
5.9500003,0.2903336,5.9500003,0.3633064,5.9500003,0.3130792
5.9600005,0.288946,5.9600005,0.3438882,5.9600005,0.3312296
5.9700003,0.2960687,5.9700003,0.3442111,5.9700003,0.3286252
5.9800005,0.2957914,5.9800005,0.3570195,5.9800005,0.3044306
5.9900002,0.2947669,5.9900002,0.3579828,5.9900002,0.2879199
6.0000005,0.2980311,6.0000005,0.3555889,6.0000005,0.2946541
6.0100002,0.2798778,6.0100002,0.3738046,6.0100002,0.2717155
6.0200005,0.2926114,6.0200005,0.3809251,6.0200005,0.2819532
6.0300002,0.2913001,6.0300002,0.3800044,6.0300002,0.2685138
6.0400004,0.3003954,6.0400004,0.426689,6.0400004,0.2619463
6.0500002,0.2978647,6.0500002,0.4363382,6.0500002,0.2827624
6.0600004,0.296915,6.0600004,0.4550725,6.0600004,0.2852957
6.0700002,0.2813321,6.0700002,0.4263688,6.0700002,0.2693534
6.0800004,0.2793822,6.0800004,0.4477388,6.0800004,0.2722496
6.0900002,0.2843655,6.0900002,0.4575716,6.0900002,0.288132
6.1000004,0.2713662,6.1000004,0.4658648,6.1000004,0.2659532
6.1100001,0.2748351,6.1100001,0.4345301,6.1100001,0.2535093
6.1200004,0.2780485,6.1200004,0.4411108,6.1200004,0.2594398
6.1300001,0.2754079,6.1300001,0.4543287,6.1300001,0.2622647
6.1400003,0.2716812,6.1400003,0.445367,6.1400003,0.2643167
6.1500001,0.2782059,6.1500001,0.4424041,6.1500001,0.2717949
6.1600003,0.2857668,6.1600003,0.4521593,6.1600003,0.259475
6.1700001,0.2798027,6.1700001,0.4547692,6.1700001,0.2514761
6.1800003,0.2705104,6.1800003,0.4280626,6.1800003,0.2739277
6.1900001,0.2660095,6.1900001,0.45257,6.1900001,0.2736775
6.2000003,0.2673168,6.2000003,0.4331547,6.2000003,0.2589602
6.2100005,0.2693128,6.2100005,0.4204952,6.2100005,0.2571568
6.2200003,0.2737398,6.2200003,0.4453466,6.2200003,0.2614799
6.2300005,0.2857306,6.2300005,0.4533255,6.2300005,0.2619599
6.2400002,0.2785411,6.2400002,0.4624256,6.2400002,0.2552666
6.2500005,0.2673356,6.2500005,0.5116442,6.2500005,0.2555871
6.2600002,0.2722021,6.2600002,0.489112,6.2600002,0.2586938
6.2700005,0.2835044,6.2700005,0.4830906,6.2700005,0.2587428
6.2800002,0.2953037,6.2800002,0.4961816,6.2800002,0.2560839
6.2900004,0.293319,6.2900004,0.4690242,6.2900004,0.2381752
6.3000002,0.2837828,6.3000002,0.4497617,6.3000002,0.2417544
6.3100004,0.3025395,6.3100004,0.4440159,6.3100004,0.238522
6.3200002,0.2809087,6.3200002,0.4325345,6.3200002,0.2456888
6.3300004,0.2932268,6.3300004,0.4391943,6.3300004,0.2615495
6.3400002,0.282508,6.3400002,0.4567182,6.3400002,0.2467635
6.3500004,0.2885213,6.3500004,0.4420734,6.3500004,0.2481862
6.3600001,0.2828723,6.3600001,0.4311065,6.3600001,0.236318
6.3700004,0.2812022,6.3700004,0.3925949,6.3700004,0.2437842
6.3800001,0.2763634,6.3800001,0.4146821,6.3800001,0.2483321
6.3900003,0.288543,6.3900003,0.3743781,6.3900003,0.2513401
6.4000001,0.2995909,6.4000001,0.3817969,6.4000001,0.233814
6.4100003,0.2932433,6.4100003,0.3813778,6.4100003,0.2582249
6.4200001,0.2928139,6.4200001,0.3612179,6.4200001,0.2414651
6.4300003,0.2967247,6.4300003,0.3700751,6.4300003,0.2450451
6.4400005,0.2867676,6.4400005,0.368283,6.4400005,0.2516721
6.4500003,0.2871669,6.4500003,0.358346,6.4500003,0.2470436
6.4600005,0.2940443,6.4600005,0.3496668,6.4600005,0.2713422
6.4700003,0.2956005,6.4700003,0.3498794,6.4700003,0.2585803
6.4800005,0.2897154,6.4800005,0.3581229,6.4800005,0.2449143
6.4900002,0.2995991,6.4900002,0.3240723,6.4900002,0.2388334
6.5000005,0.2976869,6.5000005,0.3462157,6.5000005,0.2375709
6.5100002,0.3031045,6.5100002,0.3289221,6.5100002,0.2372308
6.5200005,0.2997282,6.5200005,0.329124,6.5200005,0.2331602
6.5300002,0.3087076,6.5300002,0.3181036,6.5300002,0.2509989
6.5400004,0.3139813,6.5400004,0.3268275,6.5400004,0.2513488
6.5500002,0.2826043,6.5500002,0.370426,6.5500002,0.2448912
6.5600004,0.2926954,6.5600004,0.3603284,6.5600004,0.2376627
6.5700002,0.2857999,6.5700002,0.3616584,6.5700002,0.243961
6.5800004,0.298588,6.5800004,0.3374379,6.5800004,0.2379925
6.5900002,0.2958697,6.5900002,0.3301867,6.5900002,0.2348357
6.6000004,0.2739414,6.6000004,0.3288378,6.6000004,0.2396909
6.6100001,0.3055724,6.6100001,0.3551874,6.6100001,0.2335028
6.6200004,0.3076668,6.6200004,0.3667029,6.6200004,0.2416964
6.6300001,0.2964137,6.6300001,0.3727526,6.6300001,0.2455378
6.6400003,0.2785196,6.6400003,0.3400742,6.6400003,0.2425909
6.6500001,0.2702994,6.6500001,0.3718652,6.6500001,0.2378748
6.6600003,0.2677906,6.6600003,0.3601827,6.6600003,0.2376656
6.6700006,0.2623537,6.6700006,0.3892588,6.6700006,0.2355515
6.6800003,0.2809565,6.6800003,0.3816146,6.6800003,0.2268256
6.6900005,0.2757618,6.6900005,0.3575559,6.6900005,0.2406552
6.7000003,0.2805225,6.7000003,0.3667051,6.7000003,0.2518819
6.7100005,0.2747349,6.7100005,0.3891521,6.7100005,0.2415071
6.7200003,0.2572577,6.7200003,0.370351,6.7200003,0.2368687
6.7300005,0.2523022,6.7300005,0.3957115,6.7300005,0.2429264
6.7400002,0.2642724,6.7400002,0.3928885,6.7400002,0.2658776
6.7500005,0.2566887,6.7500005,0.4040251,6.7500005,0.244258
6.7600002,0.262807,6.7600002,0.4214306,6.7600002,0.2307802
6.7700005,0.2766304,6.7700005,0.4096203,6.7700005,0.2273682
6.7800002,0.2814069,6.7800002,0.390912,6.7800002,0.2319538
6.7900004,0.3017808,6.7900004,0.3713833,6.7900004,0.2253706
6.8000002,0.297516,6.8000002,0.3498582,6.8000002,0.2209184
6.8100004,0.2873203,6.8100004,0.3852702,6.8100004,0.2348916
6.8200002,0.2913151,6.8200002,0.3645809,6.8200002,0.2404346
6.8300004,0.2729892,6.8300004,0.3939357,6.8300004,0.2378158
6.8400002,0.2625256,6.8400002,0.3943858,6.8400002,0.21937
6.8500004,0.27917,6.8500004,0.4117215,6.8500004,0.2375684
6.8600001,0.2842704,6.8600001,0.4107441,6.8600001,0.2398797
6.8700004,0.2891747,6.8700004,0.4208278,6.8700004,0.232658
6.8800001,0.2809011,6.8800001,0.4181371,6.8800001,0.2383244
6.8900003,0.2864047,6.8900003,0.4046499,6.8900003,0.2370959
6.9000001,0.2770872,6.9000001,0.3759613,6.9000001,0.2345863
6.9100003,0.2832538,6.9100003,0.3622198,6.9100003,0.253468
6.9200006,0.2863835,6.9200006,0.3557134,6.9200006,0.252467
6.9300003,0.2762457,6.9300003,0.3492217,6.9300003,0.2509889
6.9400005,0.2804463,6.9400005,0.3547077,6.9400005,0.2458617
6.9500003,0.2716053,6.9500003,0.3413756,6.9500003,0.2520906
6.9600005,0.2826149,6.9600005,0.3657441,6.9600005,0.2614886
6.9700003,0.2752703,6.9700003,0.3721533,6.9700003,0.2557299
6.9800005,0.2828246,6.9800005,0.3722933,6.9800005,0.2625442
6.9900002,0.275308,6.9900002,0.3604657,6.9900002,0.2748087
7.0000005,0.2718384,7.0000005,0.3742303,7.0000005,0.2685577
7.0100002,0.2789358,7.0100002,0.3670726,7.0100002,0.2567625
7.0200005,0.2789112,7.0200005,0.3577406,7.0200005,0.2570221
7.0300002,0.27948,7.0300002,0.3457482,7.0300002,0.2560488
7.0400004,0.3084092,7.0400004,0.3613263,7.0400004,0.2534223
7.0500002,0.2879116,7.0500002,0.3559065,7.0500002,0.2509844
7.0600004,0.2920697,7.0600004,0.3293073,7.0600004,0.2322557
7.0700002,0.2946619,7.0700002,0.3610058,7.0700002,0.2428796
7.0800004,0.2975852,7.0800004,0.3423642,7.0800004,0.2625498
7.0900002,0.2949129,7.0900002,0.3646894,7.0900002,0.2720206
7.1000004,0.2782605,7.1000004,0.3599252,7.1000004,0.2505408
7.1100001,0.2735682,7.1100001,0.3410948,7.1100001,0.2564674
7.1200004,0.2736506,7.1200004,0.3600882,7.1200004,0.2633749
7.1300001,0.2785476,7.1300001,0.3904543,7.1300001,0.261094
7.1400003,0.2696924,7.1400003,0.3547013,7.1400003,0.2547406
7.1500006,0.267624,7.1500006,0.3615739,7.1500006,0.2563491
7.1600003,0.2691393,7.1600003,0.3585517,7.1600003,0.2713554
7.1700006,0.2741853,7.1700006,0.3629835,7.1700006,0.266039
7.1800003,0.2661078,7.1800003,0.3645369,7.1800003,0.2606882
7.1900005,0.2634029,7.1900005,0.3757279,7.1900005,0.2459715
7.2000003,0.260668,7.2000003,0.3704803,7.2000003,0.2640925
7.2100005,0.2632175,7.2100005,0.3791134,7.2100005,0.2531622
7.2200003,0.2629271,7.2200003,0.3479312,7.2200003,0.2464749
7.2300005,0.2715167,7.2300005,0.3240574,7.2300005,0.2434899
7.2400002,0.2780551,7.2400002,0.3340198,7.2400002,0.2602374
7.2500005,0.2629064,7.2500005,0.3539376,7.2500005,0.2639761
7.2600002,0.273902,7.2600002,0.3516583,7.2600002,0.2476597
7.2700005,0.2700309,7.2700005,0.3817159,7.2700005,0.2363732
7.2800002,0.2752696,7.2800002,0.3667805,7.2800002,0.2423274
7.2900004,0.2678364,7.2900004,0.3673168,7.2900004,0.2519509
7.3000002,0.2925677,7.3000002,0.3723805,7.3000002,0.2464594
7.3100004,0.2815399,7.3100004,0.3810857,7.3100004,0.2364987
7.3200002,0.2736857,7.3200002,0.3743054,7.3200002,0.2317339
7.3300004,0.2861103,7.3300004,0.3862565,7.3300004,0.2251059
7.3400002,0.2854151,7.3400002,0.3709684,7.3400002,0.2382628
7.3500004,0.2778563,7.3500004,0.3587285,7.3500004,0.2525412
7.3600001,0.2789641,7.3600001,0.3404129,7.3600001,0.2512253
7.3700004,0.2708472,7.3700004,0.3555744,7.3700004,0.2521771
7.3800001,0.2771864,7.3800001,0.3565828,7.3800001,0.2447297
7.3900003,0.264637,7.3900003,0.3513962,7.3900003,0.2444673
7.4000006,0.2831385,7.4000006,0.364124,7.4000006,0.2543006
7.4100003,0.2742698,7.4100003,0.3727785,7.4100003,0.2521024
7.4200006,0.2766391,7.4200006,0.3344936,7.4200006,0.2527458
7.4300003,0.280862,7.4300003,0.3663765,7.4300003,0.2641849
7.4400005,0.2767831,7.4400005,0.3459738,7.4400005,0.2540661
7.4500003,0.2717767,7.4500003,0.3468392,7.4500003,0.2490127
7.4600005,0.2787986,7.4600005,0.3358511,7.4600005,0.2416008
7.4700003,0.2655651,7.4700003,0.3415437,7.4700003,0.2418504
7.4800005,0.2752717,7.4800005,0.344336,7.4800005,0.2402298
7.4900002,0.276141,7.4900002,0.3623873,7.4900002,0.2424178
7.5000005,0.2745053,7.5000005,0.3594536,7.5000005,0.2519743
7.5100002,0.2706454,7.5100002,0.387484,7.5100002,0.2689906
7.5200005,0.2730381,7.5200005,0.367234,7.5200005,0.2829126
7.5300002,0.2586673,7.5300002,0.379853,7.5300002,0.2779765
7.5400004,0.2703453,7.5400004,0.380285,7.5400004,0.2652691
7.5500002,0.2671785,7.5500002,0.3646008,7.5500002,0.2859122
7.5600004,0.2640666,7.5600004,0.37939,7.5600004,0.2582393
7.5700002,0.264694,7.5700002,0.3737868,7.5700002,0.2656759
7.5800004,0.2622844,7.5800004,0.3629082,7.5800004,0.279949
7.5900002,0.2584331,7.5900002,0.3791369,7.5900002,0.2552862
7.6000004,0.2571187,7.6000004,0.3881259,7.6000004,0.2488092
7.6100001,0.2670272,7.6100001,0.3925273,7.6100001,0.2389106
7.6200004,0.2761795,7.6200004,0.3819333,7.6200004,0.2485999
7.6300006,0.2743569,7.6300006,0.3963222,7.6300006,0.2633426
7.6400003,0.2741878,7.6400003,0.4064842,7.6400003,0.2831756
7.6500006,0.268205,7.6500006,0.3857594,7.6500006,0.2868618
7.6600003,0.2668477,7.6600003,0.3612967,7.6600003,0.2695777
7.6700006,0.2722141,7.6700006,0.3592488,7.6700006,0.2566507
7.6800003,0.2760835,7.6800003,0.3502407,7.6800003,0.2579528
7.6900005,0.2761669,7.6900005,0.3549959,7.6900005,0.2534711
7.7000003,0.2718824,7.7000003,0.3360613,7.7000003,0.2704225
7.7100005,0.2689888,7.7100005,0.335086,7.7100005,0.2586408
7.7200003,0.2720529,7.7200003,0.3342515,7.7200003,0.2802461
7.7300005,0.2720124,7.7300005,0.325525,7.7300005,0.2591034
7.7400002,0.2890748,7.7400002,0.3499207,7.7400002,0.2719841
7.7500005,0.2719495,7.7500005,0.3513765,7.7500005,0.2677361
7.7600002,0.2662935,7.7600002,0.3412874,7.7600002,0.2762355
7.7700005,0.2630859,7.7700005,0.3416498,7.7700005,0.2702265
7.7800002,0.2729543,7.7800002,0.3586404,7.7800002,0.2678308
7.7900004,0.2770035,7.7900004,0.3474999,7.7900004,0.2694737
7.8000002,0.260129,7.8000002,0.3511077,7.8000002,0.2830769
