RMSD-md50ns-complex-00696-protein.xvg,RMSD-md50ns-complex-00696-protein.xvg,RMSD-md50ns-complex-00320-protein.xvg,RMSD-md50ns-complex-00320-protein.xvg,RMSD-md50ns-complex-04868-protein.xvg,RMSD-md50ns-complex-04868-protein.xvg
37.7400017,0.3058328,37.7400017,0.4260122,37.7400017,0.2650698
37.75,0.3132849,37.75,0.3920923,37.75,0.2770077
37.7600021,0.3108604,37.7600021,0.3780444,37.7600021,0.2723005
37.7700005,0.2961656,37.7700005,0.3658346,37.7700005,0.2713398
37.7800026,0.2929045,37.7800026,0.3808642,37.7800026,0.2600082
37.7900009,0.2975845,37.7900009,0.3649471,37.7900009,0.2686292
37.8000031,0.2907706,37.8000031,0.3961219,37.8000031,0.2581445
37.8100014,0.2945252,37.8100014,0.4179994,37.8100014,0.2671391
37.8200035,0.3053708,37.8200035,0.4096525,37.8200035,0.2644862
37.8300018,0.2907324,37.8300018,0.3949265,37.8300018,0.2638262
37.8400002,0.3059333,37.8400002,0.3897154,37.8400002,0.2612655
37.8500023,0.3059357,37.8500023,0.3839433,37.8500023,0.2638744
37.8600006,0.3050523,37.8600006,0.3806002,37.8600006,0.2636402
37.8700027,0.3079441,37.8700027,0.3929913,37.8700027,0.2698258
37.8800011,0.3037907,37.8800011,0.3926518,37.8800011,0.2607098
37.8900032,0.299951,37.8900032,0.3756579,37.8900032,0.2717667
37.9000015,0.3082712,37.9000015,0.39275,37.9000015,0.2565565
37.9100037,0.3021836,37.9100037,0.3612019,37.9100037,0.2650229
37.920002,0.3063351,37.920002,0.3673766,37.920002,0.2643336
37.9300003,0.3032878,37.9300003,0.3526129,37.9300003,0.2660335
37.9400024,0.2968911,37.9400024,0.3571999,37.9400024,0.2637303
37.9500008,0.2953098,37.9500008,0.3591293,37.9500008,0.2613633
37.9600029,0.3050383,37.9600029,0.3314051,37.9600029,0.2574588
37.9700012,0.3029388,37.9700012,0.3267109,37.9700012,0.2604502
37.9800034,0.3107109,37.9800034,0.3267027,37.9800034,0.2689879
37.9900017,0.324079,37.9900017,0.3409066,37.9900017,0.2574027
38,0.334619,38,0.339192,38,0.2599213
38.0100021,0.3293587,38.0100021,0.333311,38.0100021,0.2624526
38.0200005,0.3142172,38.0200005,0.337602,38.0200005,0.267211
38.0300026,0.3136406,38.0300026,0.3463175,38.0300026,0.2737479
38.0400009,0.3265704,38.0400009,0.3513823,38.0400009,0.2728294
38.0500031,0.3160667,38.0500031,0.3268952,38.0500031,0.2664564
38.0600014,0.3312648,38.0600014,0.3040681,38.0600014,0.2614491
38.0700035,0.3439917,38.0700035,0.3035694,38.0700035,0.2818731
38.0800018,0.3557715,38.0800018,0.3170014,38.0800018,0.276614
38.0900002,0.3654954,38.0900002,0.3137968,38.0900002,0.2695094
38.1000023,0.3536256,38.1000023,0.3382791,38.1000023,0.278852
38.1100006,0.3645711,38.1100006,0.3310108,38.1100006,0.2718412
38.1200027,0.3672574,38.1200027,0.3732619,38.1200027,0.2612758
38.1300011,0.3771221,38.1300011,0.357178,38.1300011,0.2699201
38.1400032,0.3693884,38.1400032,0.3519433,38.1400032,0.2776769
38.1500015,0.3450493,38.1500015,0.3412462,38.1500015,0.277252
38.1600037,0.3551751,38.1600037,0.329677,38.1600037,0.2746178
38.170002,0.362024,38.170002,0.330212,38.170002,0.2799973
38.1800003,0.3463378,38.1800003,0.3266879,38.1800003,0.2661704
38.1900024,0.3524908,38.1900024,0.3324399,38.1900024,0.260564
38.2000008,0.338587,38.2000008,0.3232665,38.2000008,0.2682912
38.2100029,0.340432,38.2100029,0.330813,38.2100029,0.2672469
38.2200012,0.3291624,38.2200012,0.3528175,38.2200012,0.2757913
38.2300034,0.3325457,38.2300034,0.3705543,38.2300034,0.2887954
38.2400017,0.3297493,38.2400017,0.3545715,38.2400017,0.2853568
38.25,0.3324762,38.25,0.3389405,38.25,0.2797821
38.2600021,0.3142613,38.2600021,0.3444093,38.2600021,0.2738371
38.2700005,0.3133558,38.2700005,0.3659838,38.2700005,0.2688676
38.2800026,0.3149069,38.2800026,0.387691,38.2800026,0.2588186
38.2900009,0.326257,38.2900009,0.3709733,38.2900009,0.259643
38.3000031,0.3267166,38.3000031,0.37245,38.3000031,0.2520469
38.3100014,0.3345811,38.3100014,0.3512225,38.3100014,0.2587632
38.3200035,0.3370203,38.3200035,0.3628507,38.3200035,0.2520063
38.3300018,0.3141771,38.3300018,0.3491589,38.3300018,0.254752
38.3400002,0.3296715,38.3400002,0.3691425,38.3400002,0.2549524
38.3500023,0.3302591,38.3500023,0.3386829,38.3500023,0.2566435
38.3600006,0.3386056,38.3600006,0.344297,38.3600006,0.2633492
38.3700027,0.3465748,38.3700027,0.3636974,38.3700027,0.2641056
38.3800011,0.3348237,38.3800011,0.3538535,38.3800011,0.2694218
38.3900032,0.3497732,38.3900032,0.3569854,38.3900032,0.2725897
38.4000015,0.3492396,38.4000015,0.3520468,38.4000015,0.2759938
38.4100037,0.3411756,38.4100037,0.3826805,38.4100037,0.2808027
38.420002,0.3344872,38.420002,0.3810416,38.420002,0.2673574
38.4300003,0.3500679,38.4300003,0.3873416,38.4300003,0.2619061
38.4400024,0.3281974,38.4400024,0.3737069,38.4400024,0.2631621
38.4500008,0.3241472,38.4500008,0.3542075,38.4500008,0.2685165
38.4600029,0.330688,38.4600029,0.371603,38.4600029,0.2791426
38.4700012,0.3452841,38.4700012,0.3690743,38.4700012,0.2962543
38.4800034,0.3278443,38.4800034,0.3832255,38.4800034,0.2883868
38.4900017,0.3343312,38.4900017,0.3807159,38.4900017,0.2811629
38.5,0.3540902,38.5,0.3872329,38.5,0.2863445
38.5100021,0.3382066,38.5100021,0.3752933,38.5100021,0.2788488
38.5200005,0.3379935,38.5200005,0.3856364,38.5200005,0.2806412
38.5300026,0.3247878,38.5300026,0.3803028,38.5300026,0.2759725
38.5400009,0.3260847,38.5400009,0.3684061,38.5400009,0.2590136
38.5500031,0.3361686,38.5500031,0.3598713,38.5500031,0.2507822
38.5600014,0.3436849,38.5600014,0.3816954,38.5600014,0.2623425
38.5700035,0.3670023,38.5700035,0.3480696,38.5700035,0.2567995
38.5800018,0.3570682,38.5800018,0.3544748,38.5800018,0.2476678
38.5900002,0.3438102,38.5900002,0.3759679,38.5900002,0.2614894
38.6000023,0.3511356,38.6000023,0.3823996,38.6000023,0.2551855
38.6100006,0.3380663,38.6100006,0.3781605,38.6100006,0.2550815
38.6200027,0.3249025,38.6200027,0.3785266,38.6200027,0.2482151
38.6300011,0.3212539,38.6300011,0.3570841,38.6300011,0.2508436
38.6400032,0.3173308,38.6400032,0.3651136,38.6400032,0.2626996
38.6500015,0.3143635,38.6500015,0.3609788,38.6500015,0.251112
38.6600037,0.3096415,38.6600037,0.3722974,38.6600037,0.2527428
38.670002,0.3048059,38.670002,0.3528197,38.670002,0.2449674
38.6800003,0.3186207,38.6800003,0.3461711,38.6800003,0.2510248
38.6900024,0.3078808,38.6900024,0.3418397,38.6900024,0.2548447
38.7000008,0.312026,38.7000008,0.3431414,38.7000008,0.2697181
38.7100029,0.3184684,38.7100029,0.3482808,38.7100029,0.2847504
38.7200012,0.3324895,38.7200012,0.3485886,38.7200012,0.3019466
38.7300034,0.3385456,38.7300034,0.3610831,38.7300034,0.2922009
38.7400017,0.3282935,38.7400017,0.3561921,38.7400017,0.3089212
38.75,0.3453198,38.75,0.3674707,38.75,0.3092749
38.7600021,0.3358139,38.7600021,0.3667818,38.7600021,0.3046013
38.7700005,0.3503305,38.7700005,0.3784314,38.7700005,0.2748314
38.7800026,0.3518924,38.7800026,0.3620356,38.7800026,0.2815638
38.7900009,0.337161,38.7900009,0.3480732,38.7900009,0.2856797
38.8000031,0.3639977,38.8000031,0.3404969,38.8000031,0.2707407
38.8100014,0.3467519,38.8100014,0.3468791,38.8100014,0.2755801
38.8200035,0.3512795,38.8200035,0.353839,38.8200035,0.2736752
38.8300018,0.3634831,38.8300018,0.3528833,38.8300018,0.2681586
38.8400002,0.3667788,38.8400002,0.3472227,38.8400002,0.2683428
38.8500023,0.3744695,38.8500023,0.36978,38.8500023,0.2735152
38.8600006,0.3597363,38.8600006,0.3768992,38.8600006,0.2849845
38.8700027,0.3604603,38.8700027,0.3602454,38.8700027,0.2902311
38.8800011,0.3529287,38.8800011,0.3600118,38.8800011,0.2806016
38.8900032,0.3790362,38.8900032,0.3754293,38.8900032,0.2834111
38.9000015,0.3758282,38.9000015,0.3826024,38.9000015,0.284764
38.9100037,0.3605738,38.9100037,0.3712055,38.9100037,0.2720624
38.920002,0.361077,38.920002,0.3841737,38.920002,0.2723482
38.9300003,0.354072,38.9300003,0.3814346,38.9300003,0.2607472
38.9400024,0.3557273,38.9400024,0.358911,38.9400024,0.2701555
38.9500008,0.3553395,38.9500008,0.3474557,38.9500008,0.2821326
38.9600029,0.341878,38.9600029,0.353482,38.9600029,0.2788158
38.9700012,0.3516436,38.9700012,0.3489101,38.9700012,0.2857413
38.9800034,0.3440416,38.9800034,0.3693289,38.9800034,0.2860444
38.9900017,0.3302332,38.9900017,0.3731793,38.9900017,0.2910887
39,0.3576679,39,0.3687761,39,0.2762608
39.0100021,0.3690982,39.0100021,0.3736785,39.0100021,0.2613913
39.0200005,0.3577397,39.0200005,0.3706025,39.0200005,0.2808853
39.0300026,0.3666382,39.0300026,0.3716754,39.0300026,0.2749746
39.0400009,0.3653651,39.0400009,0.3925567,39.0400009,0.2756986
39.0500031,0.3542834,39.0500031,0.3664512,39.0500031,0.2626564
39.0600014,0.3600332,39.0600014,0.3339234,39.0600014,0.2646656
39.0700035,0.3687527,39.0700035,0.3655464,39.0700035,0.2584699
39.0800018,0.3832871,39.0800018,0.3446396,39.0800018,0.2706982
39.0900002,0.3727419,39.0900002,0.3414375,39.0900002,0.2562149
39.1000023,0.3779697,39.1000023,0.3584877,39.1000023,0.2621749
39.1100006,0.362471,39.1100006,0.37072,39.1100006,0.2753316
39.1200027,0.3748045,39.1200027,0.359508,39.1200027,0.2767142
39.1300011,0.3682503,39.1300011,0.350498,39.1300011,0.2682012
39.1400032,0.3970803,39.1400032,0.3589945,39.1400032,0.2827061
39.1500015,0.4064729,39.1500015,0.3651657,39.1500015,0.2751459
39.1600037,0.4042116,39.1600037,0.3924478,39.1600037,0.2932195
39.170002,0.4040559,39.170002,0.404638,39.170002,0.2797596
39.1800003,0.4024984,39.1800003,0.4135143,39.1800003,0.2700972
39.1900024,0.4265434,39.1900024,0.3842825,39.1900024,0.2771325
39.2000008,0.4137101,39.2000008,0.3875488,39.2000008,0.2685562
39.2100029,0.4179146,39.2100029,0.3977679,39.2100029,0.263893
39.2200012,0.3841937,39.2200012,0.3944667,39.2200012,0.2625117
39.2300034,0.390045,39.2300034,0.3900812,39.2300034,0.2666055
39.2400017,0.3918917,39.2400017,0.4176084,39.2400017,0.2723052
39.25,0.3754943,39.25,0.4253736,39.25,0.2706664
39.2600021,0.377698,39.2600021,0.4176295,39.2600021,0.2732342
39.2700005,0.388411,39.2700005,0.3895114,39.2700005,0.2680245
39.2800026,0.4007004,39.2800026,0.3992577,39.2800026,0.2693374
39.2900009,0.382025,39.2900009,0.374789,39.2900009,0.2913927
39.3000031,0.3886017,39.3000031,0.3848907,39.3000031,0.2858129
39.3100014,0.3712551,39.3100014,0.3678267,39.3100014,0.2926151
39.3200035,0.3586246,39.3200035,0.369215,39.3200035,0.2795662
39.3300018,0.3592985,39.3300018,0.3616937,39.3300018,0.277879
39.3400002,0.3737045,39.3400002,0.3707834,39.3400002,0.2812754
39.3500023,0.3583448,39.3500023,0.352841,39.3500023,0.2917575
39.3600006,0.3565576,39.3600006,0.3732258,39.3600006,0.2914027
39.3700027,0.3584771,39.3700027,0.3911383,39.3700027,0.3096988
39.3800011,0.3778293,39.3800011,0.3821285,39.3800011,0.3130932
39.3900032,0.3752455,39.3900032,0.3922041,39.3900032,0.3088557
39.4000015,0.371706,39.4000015,0.3967708,39.4000015,0.3133268
39.4100037,0.3583155,39.4100037,0.394832,39.4100037,0.3135265
39.420002,0.353756,39.420002,0.3879362,39.420002,0.2980263
39.4300003,0.3551055,39.4300003,0.3854433,39.4300003,0.2944446
39.4400024,0.362573,39.4400024,0.4032227,39.4400024,0.3184806
39.4500008,0.3728208,39.4500008,0.4015304,39.4500008,0.3077728
39.4600029,0.373446,39.4600029,0.4040437,39.4600029,0.3076199
39.4700012,0.3543957,39.4700012,0.3785309,39.4700012,0.306228
39.4800034,0.3489346,39.4800034,0.3694787,39.4800034,0.2988613
39.4900017,0.3531812,39.4900017,0.3705466,39.4900017,0.3174572
39.5,0.3594655,39.5,0.3607829,39.5,0.327177
39.5100021,0.3488267,39.5100021,0.3777009,39.5100021,0.3145165
39.5200005,0.3639491,39.5200005,0.3816731,39.5200005,0.3073091
39.5300026,0.3621559,39.5300026,0.3670784,39.5300026,0.2908908
39.5400009,0.3401507,39.5400009,0.370939,39.5400009,0.3118584
39.5500031,0.3389605,39.5500031,0.3870879,39.5500031,0.2959168
39.5600014,0.3363593,39.5600014,0.3953629,39.5600014,0.2980208
39.5700035,0.3351838,39.5700035,0.3864074,39.5700035,0.3155441
39.5800018,0.355217,39.5800018,0.3547419,39.5800018,0.3069335
39.5900002,0.3488095,39.5900002,0.3489875,39.5900002,0.3105333
39.6000023,0.3419237,39.6000023,0.3394552,39.6000023,0.2948554
39.6100006,0.3316943,39.6100006,0.3532988,39.6100006,0.293365
39.6200027,0.3216264,39.6200027,0.3564084,39.6200027,0.2934369
39.6300011,0.3360395,39.6300011,0.3412967,39.6300011,0.2937877
39.6400032,0.3489849,39.6400032,0.3571978,39.6400032,0.2948444
39.6500015,0.3542694,39.6500015,0.3459973,39.6500015,0.2976595
39.6600037,0.3675786,39.6600037,0.3580299,39.6600037,0.2927615
39.670002,0.3548549,39.670002,0.3631681,39.670002,0.272901
39.6800003,0.3529453,39.6800003,0.3655075,39.6800003,0.2920939
39.6900024,0.3533248,39.6900024,0.3527893,39.6900024,0.2980612
39.7000008,0.3484545,39.7000008,0.3474853,39.7000008,0.3038631
39.7100029,0.3396702,39.7100029,0.3841733,39.7100029,0.3062212
39.7200012,0.343913,39.7200012,0.3837572,39.7200012,0.3265322
39.7300034,0.3455927,39.7300034,0.3722187,39.7300034,0.3256311
39.7400017,0.3377849,39.7400017,0.4008083,39.7400017,0.3272012
39.75,0.3384545,39.75,0.3629467,39.75,0.3142188
39.7600021,0.3348143,39.7600021,0.3805788,39.7600021,0.3168254
39.7700005,0.3370689,39.7700005,0.3608734,39.7700005,0.3247968
39.7800026,0.3491091,39.7800026,0.3398117,39.7800026,0.3364748
39.7900009,0.3515627,39.7900009,0.3702791,39.7900009,0.3067668
39.8000031,0.3428712,39.8000031,0.3540584,39.8000031,0.3166851
39.8100014,0.34139,39.8100014,0.3303945,39.8100014,0.3096624
39.8200035,0.3503836,39.8200035,0.3503945,39.8200035,0.309628
39.8300018,0.3353893,39.8300018,0.3455821,39.8300018,0.2997625
39.8400002,0.3357617,39.8400002,0.3399752,39.8400002,0.2952266
39.8500023,0.3287815,39.8500023,0.3341398,39.8500023,0.3032171
39.8600006,0.3218509,39.8600006,0.3237064,39.8600006,0.3006226
39.8700027,0.3399577,39.8700027,0.3321997,39.8700027,0.3298672
39.8800011,0.3270511,39.8800011,0.3303451,39.8800011,0.3151596
39.8900032,0.3204222,39.8900032,0.3466523,39.8900032,0.3093901
39.9000015,0.3157409,39.9000015,0.340929,39.9000015,0.3109473
39.9100037,0.3281546,39.9100037,0.3462569,39.9100037,0.2958083
39.920002,0.3327405,39.920002,0.337166,39.920002,0.3022621
39.9300003,0.3387958,39.9300003,0.3295389,39.9300003,0.3067967
39.9400024,0.3385538,39.9400024,0.3277397,39.9400024,0.2880517
39.9500008,0.3352859,39.9500008,0.3122319,39.9500008,0.2930132
39.9600029,0.3266202,39.9600029,0.3222442,39.9600029,0.2911725
39.9700012,0.3417265,39.9700012,0.3303857,39.9700012,0.2799414
39.9800034,0.3473265,39.9800034,0.3467073,39.9800034,0.2766666
39.9900017,0.3610182,39.9900017,0.3475927,39.9900017,0.2900096
40,0.3569698,40,0.3360536,40,0.3020796
40.0100021,0.3453158,40.0100021,0.3312546,40.0100021,0.3075608
40.0200005,0.3690253,40.0200005,0.3434578,40.0200005,0.2986241
40.0300026,0.3529868,40.0300026,0.3449229,40.0300026,0.306836
40.0400009,0.3322672,40.0400009,0.3295709,40.0400009,0.3016452
40.0500031,0.3200311,40.0500031,0.3212256,40.0500031,0.2876199
40.0600014,0.3088399,40.0600014,0.334597,40.0600014,0.2840088
40.0700035,0.3062133,40.0700035,0.3470911,40.0700035,0.2851225
40.0800018,0.3193506,40.0800018,0.3667625,40.0800018,0.2808945
40.0900002,0.3171899,40.0900002,0.3550527,40.0900002,0.2780865
40.1000023,0.3224118,40.1000023,0.3709984,40.1000023,0.2870938
40.1100006,0.3126846,40.1100006,0.3545166,40.1100006,0.2928419
40.1200027,0.3224556,40.1200027,0.3573317,40.1200027,0.2921382
40.1300011,0.3292053,40.1300011,0.3349419,40.1300011,0.2803918
40.1400032,0.3187692,40.1400032,0.3462724,40.1400032,0.2846584
40.1500015,0.3156042,40.1500015,0.3623365,40.1500015,0.2878173
40.1600037,0.3110673,40.1600037,0.3566196,40.1600037,0.3018644
40.170002,0.3181306,40.170002,0.375336,40.170002,0.3086675
40.1800003,0.3175647,40.1800003,0.3789149,40.1800003,0.2983092
40.1900024,0.312368,40.1900024,0.3993913,40.1900024,0.312932
40.2000008,0.314591,40.2000008,0.3721718,40.2000008,0.3038252
40.2100029,0.3194718,40.2100029,0.3646384,40.2100029,0.3203289
40.2200012,0.3193649,40.2200012,0.3759127,40.2200012,0.2997135
40.2300034,0.3174016,40.2300034,0.385878,40.2300034,0.289298
40.2400017,0.3161225,40.2400017,0.3879038,40.2400017,0.2816116
40.2500038,0.298779,40.2500038,0.3658621,40.2500038,0.2869245
40.2600021,0.3067709,40.2600021,0.3564921,40.2600021,0.3009938
40.2700005,0.3014657,40.2700005,0.3485938,40.2700005,0.2890401
40.2800026,0.3132005,40.2800026,0.3302268,40.2800026,0.2866466
40.2900009,0.3044707,40.2900009,0.3321913,40.2900009,0.2942637
40.3000031,0.3095145,40.3000031,0.3230235,40.3000031,0.2999705
40.3100014,0.3052973,40.3100014,0.3605998,40.3100014,0.3122061
40.3200035,0.3017259,40.3200035,0.3696018,40.3200035,0.3152333
40.3300018,0.3044228,40.3300018,0.3897841,40.3300018,0.3024048
40.3400002,0.3045773,40.3400002,0.3858902,40.3400002,0.3205805
40.3500023,0.303462,40.3500023,0.3780706,40.3500023,0.3166812
40.3600006,0.3138259,40.3600006,0.3524273,40.3600006,0.306934
40.3700027,0.3208334,40.3700027,0.3494618,40.3700027,0.3069662
40.3800011,0.3215569,40.3800011,0.352233,40.3800011,0.2990023
40.3900032,0.3282413,40.3900032,0.3706888,40.3900032,0.3212979
40.4000015,0.3365355,40.4000015,0.3496675,40.4000015,0.3079916
40.4100037,0.3454551,40.4100037,0.3561544,40.4100037,0.3272254
40.420002,0.3268049,40.420002,0.3517037,40.420002,0.3213514
40.4300003,0.3168207,40.4300003,0.3346062,40.4300003,0.3372889
40.4400024,0.337325,40.4400024,0.3216817,40.4400024,0.3325385
40.4500008,0.3299338,40.4500008,0.3192895,40.4500008,0.305654
40.4600029,0.3176006,40.4600029,0.2999832,40.4600029,0.3010084
40.4700012,0.3115093,40.4700012,0.3124117,40.4700012,0.3195806
40.4800034,0.3358195,40.4800034,0.3159191,40.4800034,0.320173
40.4900017,0.3285243,40.4900017,0.3019296,40.4900017,0.3166581
40.5000038,0.3218525,40.5000038,0.2988459,40.5000038,0.3008052
40.5100021,0.3087879,40.5100021,0.3158319,40.5100021,0.2810492
40.5200005,0.3188901,40.5200005,0.3182815,40.5200005,0.2772442
40.5300026,0.3260334,40.5300026,0.3370799,40.5300026,0.2823309
40.5400009,0.319984,40.5400009,0.3398404,40.5400009,0.2858744
40.5500031,0.3055109,40.5500031,0.3421451,40.5500031,0.2684548
40.5600014,0.3011773,40.5600014,0.3481358,40.5600014,0.284703
40.5700035,0.3115504,40.5700035,0.3361025,40.5700035,0.2847314
40.5800018,0.3173444,40.5800018,0.3207044,40.5800018,0.2804856
40.5900002,0.3127318,40.5900002,0.3245854,40.5900002,0.2693823
40.6000023,0.319212,40.6000023,0.3170081,40.6000023,0.2768628
40.6100006,0.3304698,40.6100006,0.3253085,40.6100006,0.27002
40.6200027,0.3299159,40.6200027,0.330779,40.6200027,0.2719712
40.6300011,0.3330262,40.6300011,0.3147065,40.6300011,0.2849569
40.6400032,0.3295934,40.6400032,0.3175073,40.6400032,0.2872117
40.6500015,0.3132593,40.6500015,0.3096439,40.6500015,0.2916569
40.6600037,0.3234285,40.6600037,0.3202038,40.6600037,0.2919682
40.670002,0.3217456,40.670002,0.3329009,40.670002,0.300679
40.6800003,0.3205808,40.6800003,0.3342615,40.6800003,0.2983928
40.6900024,0.3170685,40.6900024,0.3268829,40.6900024,0.296589
40.7000008,0.3168218,40.7000008,0.3373618,40.7000008,0.287534
40.7100029,0.3211029,40.7100029,0.3297135,40.7100029,0.2965851
40.7200012,0.3171945,40.7200012,0.3224839,40.7200012,0.2957152
40.7300034,0.3205702,40.7300034,0.3163425,40.7300034,0.2877952
40.7400017,0.3133409,40.7400017,0.3283187,40.7400017,0.2751949
40.7500038,0.3156589,40.7500038,0.3359841,40.7500038,0.2820639
40.7600021,0.3108685,40.7600021,0.3262739,40.7600021,0.2804981
40.7700005,0.316087,40.7700005,0.3157046,40.7700005,0.2776571
40.7800026,0.3137532,40.7800026,0.3205046,40.7800026,0.2788063
40.7900009,0.3187493,40.7900009,0.3084449,40.7900009,0.298253
40.8000031,0.3195248,40.8000031,0.3178578,40.8000031,0.2916477
40.8100014,0.3274933,40.8100014,0.3298663,40.8100014,0.3040049
40.8200035,0.3336531,40.8200035,0.3407455,40.8200035,0.3130339
40.8300018,0.3208632,40.8300018,0.3459871,40.8300018,0.3160117
40.8400002,0.3134102,40.8400002,0.3481247,40.8400002,0.3106621
40.8500023,0.3238872,40.8500023,0.3407493,40.8500023,0.3192163
40.8600006,0.3126294,40.8600006,0.3453533,40.8600006,0.3225473
40.8700027,0.3333151,40.8700027,0.3541739,40.8700027,0.3215643
40.8800011,0.3373685,40.8800011,0.3405217,40.8800011,0.3316232
40.8900032,0.326461,40.8900032,0.3354433,40.8900032,0.338427
40.9000015,0.3192899,40.9000015,0.3345803,40.9000015,0.3265757
40.9100037,0.3241629,40.9100037,0.331269,40.9100037,0.3478021
40.920002,0.331924,40.920002,0.3309624,40.920002,0.3543729
40.9300003,0.3429481,40.9300003,0.3413389,40.9300003,0.3508938
40.9400024,0.3342504,40.9400024,0.3391588,40.9400024,0.3669629
40.9500008,0.3321601,40.9500008,0.3351435,40.9500008,0.354345
40.9600029,0.3346264,40.9600029,0.3182655,40.9600029,0.3631596
40.9700012,0.3366311,40.9700012,0.3140267,40.9700012,0.3992737
40.9800034,0.3269565,40.9800034,0.3350343,40.9800034,0.375394
40.9900017,0.3452347,40.9900017,0.3385405,40.9900017,0.3514304
41.0000038,0.3353915,41.0000038,0.332514,41.0000038,0.3469481
41.0100021,0.356139,41.0100021,0.3204433,41.0100021,0.339534
41.0200005,0.3619301,41.0200005,0.3047986,41.0200005,0.3488807
41.0300026,0.35462,41.0300026,0.3186384,41.0300026,0.3525736
41.0400009,0.332428,41.0400009,0.3278086,41.0400009,0.3436567
41.0500031,0.3275328,41.0500031,0.3322457,41.0500031,0.3349335
41.0600014,0.3162725,41.0600014,0.3156205,41.0600014,0.3430702
41.0700035,0.310402,41.0700035,0.3203881,41.0700035,0.3566371
41.0800018,0.3124537,41.0800018,0.304671,41.0800018,0.3496191
41.0900002,0.3186025,41.0900002,0.309442,41.0900002,0.3416753
41.1000023,0.3292303,41.1000023,0.3061191,41.1000023,0.3658046
41.1100006,0.3172439,41.1100006,0.3048989,41.1100006,0.3530852
41.1200027,0.3209154,41.1200027,0.3109414,41.1200027,0.3483972
41.1300011,0.3138513,41.1300011,0.3155156,41.1300011,0.3355007
41.1400032,0.3309531,41.1400032,0.3220149,41.1400032,0.3369586
41.1500015,0.3356009,41.1500015,0.3112505,41.1500015,0.3281064
41.1600037,0.3479104,41.1600037,0.3068443,41.1600037,0.2906031
41.170002,0.3530888,41.170002,0.3089743,41.170002,0.2965291
41.1800003,0.337519,41.1800003,0.3031198,41.1800003,0.2909184
41.1900024,0.3363588,41.1900024,0.3020893,41.1900024,0.3063133
41.2000008,0.3412431,41.2000008,0.2910812,41.2000008,0.2902751
41.2100029,0.3186803,41.2100029,0.2911477,41.2100029,0.2753809
41.2200012,0.3246565,41.2200012,0.2988242,41.2200012,0.2822703
41.2300034,0.3341494,41.2300034,0.3105697,41.2300034,0.2730198
41.2400017,0.3415641,41.2400017,0.3160488,41.2400017,0.2835394
41.2500038,0.3555962,41.2500038,0.3131583,41.2500038,0.2793817
41.2600021,0.358436,41.2600021,0.3151649,41.2600021,0.2996922
41.2700005,0.3454224,41.2700005,0.3093855,41.2700005,0.302726
41.2800026,0.3345602,41.2800026,0.2949676,41.2800026,0.3143782
41.2900009,0.333511,41.2900009,0.2981571,41.2900009,0.3234596
41.3000031,0.3361433,41.3000031,0.2967457,41.3000031,0.3267089
41.3100014,0.3292265,41.3100014,0.3018562,41.3100014,0.3269002
41.3200035,0.327765,41.3200035,0.3148536,41.3200035,0.3131455
41.3300018,0.3454083,41.3300018,0.3116613,41.3300018,0.3276731
41.3400002,0.346576,41.3400002,0.3206324,41.3400002,0.349081
41.3500023,0.3374428,41.3500023,0.3250025,41.3500023,0.3337111
41.3600006,0.3511412,41.3600006,0.310413,41.3600006,0.3178763
41.3700027,0.3373562,41.3700027,0.3151622,41.3700027,0.3173105
41.3800011,0.3556427,41.3800011,0.3147863,41.3800011,0.3351001
41.3900032,0.3598291,41.3900032,0.3177668,41.3900032,0.3142111
41.4000015,0.3540728,41.4000015,0.2911029,41.4000015,0.3016439
41.4100037,0.3520006,41.4100037,0.2842845,41.4100037,0.2996207
41.420002,0.3609709,41.420002,0.2776995,41.420002,0.2979825
41.4300003,0.3596759,41.4300003,0.3077381,41.4300003,0.298846
41.4400024,0.3673736,41.4400024,0.2957896,41.4400024,0.2849084
41.4500008,0.3637264,41.4500008,0.2987852,41.4500008,0.2867291
41.4600029,0.3703432,41.4600029,0.2969635,41.4600029,0.2814898
41.4700012,0.3644769,41.4700012,0.2943469,41.4700012,0.289405
41.4800034,0.3594013,41.4800034,0.3033098,41.4800034,0.2938077
41.4900017,0.3652585,41.4900017,0.3017095,41.4900017,0.3169526
41.5000038,0.3605677,41.5000038,0.3050449,41.5000038,0.3189604
41.5100021,0.3635921,41.5100021,0.3112807,41.5100021,0.3147818
41.5200005,0.3692714,41.5200005,0.2985725,41.5200005,0.2945639
41.5300026,0.3712338,41.5300026,0.3050076,41.5300026,0.289107
41.5400009,0.3823152,41.5400009,0.3120821,41.5400009,0.3273984
41.5500031,0.3791337,41.5500031,0.3129661,41.5500031,0.3054962
41.5600014,0.383186,41.5600014,0.3171073,41.5600014,0.3135155
41.5700035,0.3656398,41.5700035,0.3038405,41.5700035,0.3090939
41.5800018,0.3515771,41.5800018,0.3275459,41.5800018,0.2984985
41.5900002,0.3553623,41.5900002,0.3481669,41.5900002,0.2964007
41.6000023,0.3527744,41.6000023,0.3381872,41.6000023,0.3039679
41.6100006,0.351531,41.6100006,0.3250383,41.6100006,0.2833009
41.6200027,0.3661671,41.6200027,0.3164394,41.6200027,0.295351
41.6300011,0.358867,41.6300011,0.3134598,41.6300011,0.3076941
41.6400032,0.3549534,41.6400032,0.3045194,41.6400032,0.3101131
